above_threshold_candidates,box_prompt_calls,cam_max,cam_mean,cam_min,cam_nonzero_ratio,cam_std,cam_target_protocol,classifier_confidence,final_area_ratio,group_id,image_name,mask_area_ratio,mask_foreground_pixels,mask_height,mask_path,mask_sha256,mask_unique_values,mask_width,morphology_components,reason,sam_candidate_count,sam_prompt_calls,selected_area_ratio,selected_candidates,selected_class,selected_components,selection_score_max,selection_score_mean,selection_score_min,split,status,support_area_ratio,true_tumor,true_tumor_type,unique_negative_prompt_points,unique_positive_prompt_points,unique_prompt_points
33,8,1.0,0.14838942885398865,0.0,0.999990234375,0.19743750989437103,ground_truth,1.0,0.068671875,btxrd-heuristic-000029,IMG000056.jpeg,0.068671875,7032,320,masks/IMG000056.png,7e029d4495bcb93fa9224c86775d7fec9f88dbb9f25c8f864912578ad08fe880,0|255,320,4,,36,12,0.07060546875,3,0,3,0.7660556435585022,0.5777709484100342,0.10797861963510513,val,ok,0.15,1,8,14,6,20
39,18,1.0,0.19331495463848114,0.0,0.9999609375,0.20389850437641144,ground_truth,0.9966188669204712,0.037783203125,btxrd-heuristic-000037,IMG000071.jpeg,0.037783203125,3869,320,masks/IMG000071.png,75bacda25e802224fa72ad72094029841e7e9d8bb6064eee2576918d0a78d8d2,0|255,320,9,,81,27,0.03779296875,3,0,3,0.7516613602638245,0.3958851993083954,0.057006653398275375,val,ok,0.15,1,8,25,14,39
24,6,1.0,0.12279075384140015,0.0,0.999990234375,0.17189493775367737,ground_truth,1.0,0.00244140625,btxrd-heuristic-000039,IMG000076.jpeg,0.00244140625,250,320,masks/IMG000076.png,587a3257b43dddfb1fbe8cf2c146ad12747add447782402195cb78b96c14602f,0|255,320,3,,27,9,0.002470703125,3,0,3,0.7540510296821594,0.5603532195091248,0.33643078804016113,val,ok,0.15,1,8,12,5,17
16,6,1.0,0.11634956300258636,0.0,0.999990234375,0.18377339839935303,ground_truth,1.0,0.113486328125,btxrd-heuristic-000063,IMG000125.jpeg,0.113486328125,11621,320,masks/IMG000125.png,970a32e5fdcbfc05c9d086bcbf056fb7b20f69825015101a0083c279ad696c3f,0|255,320,3,,27,9,0.11482421875,3,0,3,0.6887181997299194,0.45693889260292053,0.1752602756023407,val,ok,0.15001953125,1,8,12,5,17
10,6,1.0,0.1384734809398651,0.0,0.999990234375,0.16641025245189667,ground_truth,1.0,0.129609375,btxrd-heuristic-000063,IMG000126.jpeg,0.129609375,13272,320,masks/IMG000126.png,6215a62a034eca12bc4ecaec5dc08ff2e4b29d5ab00e2265c533dc54f157aa53,0|255,320,3,,27,9,0.129638671875,3,0,3,0.560198962688446,0.34588301181793213,0.02523353323340416,val,ok,0.15,1,8,12,5,17
19,16,1.0,0.2136058807373047,0.0,0.999990234375,0.17822295427322388,ground_truth,1.0,0.0022265625,btxrd-heuristic-000069,IMG000137.jpeg,0.0022265625,228,320,masks/IMG000137.png,6a6014a66536478c2197c60d8201afd91f20f350ab3a38b637c83424c972ef24,0|255,320,8,,69,23,0.0022265625,3,0,3,0.7510032057762146,0.35559889674186707,0.04238348454236984,val,ok,0.149736328125,1,8,18,12,30
14,6,1.0,0.14174646139144897,0.0,0.999990234375,0.15878774225711823,ground_truth,1.0,0.05505859375,btxrd-heuristic-000069,IMG000138.jpeg,0.05505859375,5638,320,masks/IMG000138.png,095f5b848565cda6c608d1294522f6b70e29f98a4137e095dff5cb62952fc8cb,0|255,320,3,,27,9,0.05505859375,3,0,3,0.574669361114502,0.4081243574619293,0.10406635701656342,val,ok,0.15,1,8,12,5,17
42,12,1.0,0.23837661743164062,0.0,0.999990234375,0.2123887836933136,ground_truth,0.999988317489624,0.048349609375,btxrd-heuristic-000073,IMG000144.jpeg,0.048349609375,4951,320,masks/IMG000144.png,db37e36e759ce09ee82358743ad094c9fa18845e80dd0eb8d8ec0a3caef6f854,0|255,320,6,,54,18,0.048349609375,3,0,3,0.7466074824333191,0.5179202556610107,0.11229812353849411,val,ok,0.15,1,8,24,10,34
20,16,1.0,0.1913442611694336,0.0,0.999990234375,0.1465054452419281,ground_truth,0.9999967813491821,0.04791015625,btxrd-heuristic-000078,IMG000152.jpeg,0.04791015625,4906,320,masks/IMG000152.png,5328b0db8112126a47b7548723ebf559c3c8d774de452443185de71dbbf83dab,0|255,320,8,,72,24,0.04791015625,3,0,3,0.5690502524375916,0.2101125866174698,0.0010600726818665862,val,ok,0.148515625,1,8,29,13,42
27,8,1.0,0.21218784153461456,0.0,0.999990234375,0.1920051872730255,ground_truth,0.9999996423721313,0.00107421875,btxrd-heuristic-000082,IMG000160.jpeg,0.00107421875,110,320,masks/IMG000160.png,f50ad26ee228f323cdbc385ff718e848f0ef66801d1aae1adb8e676fd03897fb,0|255,320,4,,36,12,0.00107421875,3,0,3,0.7511287331581116,0.5393288135528564,0.27076050639152527,val,ok,0.15,1,8,16,10,26
54,12,1.0,0.24870836734771729,0.0,0.9999609375,0.2042285054922104,ground_truth,0.9999809265136719,0.032080078125,btxrd-heuristic-000082,IMG000161.jpeg,0.032080078125,3285,320,masks/IMG000161.png,74bb391e7716a4450e4536270edf8969ad0389e7c0ad12b526caa77a65e3dec3,0|255,320,6,,54,18,0.03212890625,3,0,3,0.7539567947387695,0.6296531558036804,0.41075047850608826,val,ok,0.15,1,8,24,10,34
17,6,1.0,0.1352350413799286,0.0,0.999990234375,0.15425291657447815,ground_truth,0.9999994039535522,0.047548828125,btxrd-heuristic-000098,IMG000200.jpeg,0.047548828125,4869,320,masks/IMG000200.png,25959f7f80240c5ea8b6e3549dc8e0c1a6edac7628b464515d304a8fd47bc05a,0|255,320,3,,27,9,0.047587890625,3,0,3,0.5003548264503479,0.409919410943985,0.09867285192012787,val,ok,0.15,1,8,12,5,17
21,6,1.0,0.13408195972442627,0.0,0.999990234375,0.16332006454467773,ground_truth,0.9999960660934448,0.029619140625,btxrd-heuristic-000098,IMG000201.jpeg,0.029619140625,3033,320,masks/IMG000201.png,f38742842a57144d3fb21cf1e00583bc842ddb994bbd13ef5fec84d3bf42aa47,0|255,320,3,,27,9,0.0297265625,3,0,3,0.6758091449737549,0.4771890342235565,0.16377507150173187,val,ok,0.15,1,8,12,5,17
25,10,1.0,0.19296082854270935,0.0,0.999990234375,0.1800343096256256,ground_truth,1.0,0.03576171875,btxrd-heuristic-000099,IMG000202.jpeg,0.03576171875,3662,320,masks/IMG000202.png,5177010a1022149aa2cf8d7c4aaeed9edb5386cf2205d8f5121cb1760b3acb68,0|255,320,5,,45,15,0.035810546875,3,0,3,0.7804456353187561,0.37306466698646545,0.00021505453332792968,val,ok,0.15,1,8,17,8,25
31,16,1.0,0.18844230473041534,0.0,0.999990234375,0.181505024433136,ground_truth,8.936186350183561e-05,0.040927734375,btxrd-heuristic-000109,IMG000222.jpeg,0.040927734375,4191,320,masks/IMG000222.png,26e0fe20c16e59c656773d654c8db1ac70f9edcc7a0d4a529feb076469665412,0|255,320,8,,72,24,0.04103515625,3,0,3,0.7444726228713989,0.4033702611923218,0.005473867990076542,val,ok,0.15,1,6,30,18,48
17,8,1.0,0.08345099538564682,0.0,0.999990234375,0.15446145832538605,ground_truth,0.00016732391668483615,0.0291015625,btxrd-heuristic-000120,IMG000244.jpeg,0.0291015625,2980,320,masks/IMG000244.png,5e302aaaa5687d70aec1465688c8b22c44daa00b93b47ae753a63990f9693934,0|255,320,4,,36,12,0.029130859375,3,0,3,0.7358432412147522,0.4106072783470154,0.019143911078572273,val,ok,0.15,1,1,13,8,21
19,6,1.0,0.07490026205778122,0.0,0.999990234375,0.13988755643367767,ground_truth,0.9995653033256531,0.02041015625,btxrd-heuristic-000121,IMG000245.jpeg,0.02041015625,2090,320,masks/IMG000245.png,7e366a710060c97802d4b58139467b4aaface7d58044b3709229bb1312aefde4,0|255,320,3,,27,9,0.02044921875,3,0,3,0.7596802115440369,0.4763542115688324,0.07333054393529892,val,ok,0.15,1,3,12,5,17
8,12,1.0,0.1869114339351654,0.0,0.999990234375,0.1776053011417389,ground_truth,0.9986340403556824,0.02083984375,btxrd-heuristic-000128,IMG000260.jpeg,0.02083984375,2134,320,masks/IMG000260.png,eefbe3ebe2f8a00551ec161666f930352592da90ae446c6c563a2bd48db0ef1b,0|255,320,6,,54,18,0.020849609375,2,0,2,0.6797612309455872,0.2698967158794403,0.0010017313761636615,val,ok,0.149560546875,1,1,18,9,27
1,10,1.0,0.13231594860553741,0.0,0.999990234375,0.15430040657520294,ground_truth,0.9999994039535522,0.035576171875,btxrd-heuristic-000137,IMG000275.jpeg,0.035576171875,3643,320,masks/IMG000275.png,008412473edabbb96f1791aa430222e230a7f6267f24b16fdcb01e526d4f7f49,0|255,320,5,,45,15,0.035615234375,1,0,1,0.4019099771976471,0.2143324315547943,0.0008308914839290082,val,ok,0.15,1,1,18,10,28
21,6,1.0,0.11286279559135437,0.0,0.999990234375,0.17437340319156647,ground_truth,0.09779532253742218,0.030869140625,btxrd-heuristic-000140,IMG000279.jpeg,0.030869140625,3161,320,masks/IMG000279.png,0fbf5099d3be398fcbeb865fc39aa9e8948f01b6b969e21e249cce49467d87a2,0|255,320,3,,27,9,0.031298828125,3,0,3,0.6663624048233032,0.4789518415927887,0.18251965939998627,val,ok,0.15,1,1,12,5,17
1,10,1.0,0.12420699000358582,0.0,0.999990234375,0.147993266582489,ground_truth,0.999988317489624,0.02080078125,btxrd-heuristic-000145,IMG000285.jpeg,0.02080078125,2130,320,masks/IMG000285.png,f442304887205426c187cda78f12eb67e4035f2e3a65c3e586f5bb7a3410c3ab,0|255,320,5,,45,15,0.0209765625,1,0,1,0.5029125809669495,0.2028178721666336,0.0023026757407933474,val,ok,0.15,1,1,18,8,26
11,6,1.0,0.09835527092218399,0.0,0.999990234375,0.13668884336948395,ground_truth,0.0354466587305069,0.000986328125,btxrd-heuristic-000150,IMG000292.jpeg,0.000986328125,101,320,masks/IMG000292.png,c677c73b436b8f022a855a33bb15a66ec529fce0d51a1d122a521edff302a6c5,0|255,320,3,,27,9,0.000986328125,3,0,3,0.7523558735847473,0.4383735954761505,0.17011332511901855,val,ok,0.149228515625,1,1,12,5,17
12,6,1.0,0.13634860515594482,0.0,0.999990234375,0.172821506857872,ground_truth,0.39737874269485474,0.062900390625,btxrd-heuristic-000156,IMG000300.jpeg,0.062900390625,6441,320,masks/IMG000300.png,ed53fd2f5e14b4e34f31b6b3e94f1db72100c94a5c75d000cdaea0eac23a36fa,0|255,320,3,,27,9,0.06482421875,3,0,3,0.5736295580863953,0.40493500232696533,0.2116580307483673,val,ok,0.15,1,2,12,5,17
30,16,1.0,0.2495502531528473,0.0,0.999990234375,0.17383155226707458,ground_truth,0.9997041821479797,0.051904296875,btxrd-heuristic-000160,IMG000306.jpeg,0.051904296875,5315,320,masks/IMG000306.png,3ed325824812638d5c88232c671434ce45f004120de3589b67b63520170dc3d4,0|255,320,8,,72,24,0.0519140625,3,0,3,0.6830425262451172,0.38914769887924194,0.019726132974028587,val,ok,0.15,1,1,31,14,45
12,6,1.0,0.08875768631696701,0.0,0.999990234375,0.1577540785074234,ground_truth,0.14725865423679352,0.13595703125,btxrd-heuristic-000167,IMG000320.jpeg,0.13595703125,13922,320,masks/IMG000320.png,c5fc819227f4ff185032a29d4ab7d4ee313322081e8c639d2e4bdd1e6ff510b7,0|255,320,3,,27,9,0.1366796875,3,0,3,0.7010736465454102,0.405078649520874,0.20216113328933716,val,ok,0.15,1,1,12,5,17
7,6,1.0,0.11492858827114105,0.0,0.999990234375,0.1637461930513382,ground_truth,0.9999995231628418,0.077041015625,btxrd-heuristic-000172,IMG000327.jpeg,0.077041015625,7889,320,masks/IMG000327.png,d850e92ec9f04274b1e3612a7f804e931d8534774f469d03728bb48cf87ca252,0|255,320,3,,27,9,0.0776171875,2,0,2,0.4705202579498291,0.33522161841392517,0.06431939452886581,val,ok,0.15,1,1,12,5,17
13,6,1.0,0.09306727349758148,0.0,0.999990234375,0.1503419727087021,ground_truth,0.9999456405639648,0.00416015625,btxrd-heuristic-000173,IMG000328.jpeg,0.00416015625,426,320,masks/IMG000328.png,9aff26dec86fda7ba76b411534e9812f2b6d42464f404ab597ff4db80c5c093f,0|255,320,3,,27,9,0.00416015625,3,0,3,0.7593401670455933,0.4393165409564972,0.10740863531827927,val,ok,0.15,1,1,12,5,17
26,18,1.0,0.21763084828853607,0.0,0.999990234375,0.18417154252529144,ground_truth,1.6949411474342924e-06,0.030615234375,btxrd-heuristic-000180,IMG000337.jpeg,0.030615234375,3135,320,masks/IMG000337.png,ec0979840bf99652c5033560273a47f334ab90c340f1e71684ce3807cb94cc4e,0|255,320,9,,81,27,0.030634765625,3,0,3,0.7537415027618408,0.33513152599334717,0.025042932480573654,val,ok,0.13990234375,1,1,28,21,49
12,16,1.0,0.1222788393497467,0.0,0.999990234375,0.13414834439754486,ground_truth,0.5264369249343872,0.000673828125,btxrd-heuristic-000181,IMG000338.jpeg,0.000673828125,69,320,masks/IMG000338.png,42c1adb61e1a729c861da9d86e1bc273a8a234297dbdae4a276f0f65643a7d11,0|255,320,8,,72,24,0.000673828125,3,0,3,0.7512832283973694,0.24878236651420593,0.0002354864263907075,val,ok,0.14962890625,1,1,25,13,38
37,18,1.0,0.16118089854717255,0.0,0.999990234375,0.169779971241951,ground_truth,0.001250570872798562,0.0,btxrd-heuristic-000183,IMG000340.jpeg,0.0,0,320,masks/IMG000340.png,14bf4fc16d7e9f17cb073a83ba89ab04bd4c22a2b6f80f25bf73a67ce7a0a340,0,320,9,no_candidate_survived_or_postprocess_empty,81,27,0.000185546875,3,0,3,0.7315168976783752,0.35310301184654236,0.0,val,empty_after_localization,0.15,1,1,28,14,42
11,10,1.0,0.14119867980480194,0.0,0.999990234375,0.1623489111661911,ground_truth,0.5543739199638367,0.000888671875,btxrd-heuristic-000203,IMG000372.jpeg,0.000888671875,91,320,masks/IMG000372.png,53aa28d11e9436203ac11b39ec3e58d22ab23e5bb43d18135fd2e859d0c5d4c0,0|255,320,5,,45,15,0.000888671875,3,0,3,0.7515040040016174,0.29779621958732605,0.0028557227924466133,val,ok,0.14998046875,1,1,19,9,28
10,6,1.0,0.09027647972106934,0.0,0.999990234375,0.15827620029449463,ground_truth,0.9942330718040466,0.03501953125,btxrd-heuristic-000208,IMG000378.jpeg,0.03501953125,3586,320,masks/IMG000378.png,034a0475e33d065110a883a1b2d41271291b23a95f01895c4bbfb26cf1c05513,0|255,320,3,,27,9,0.035087890625,3,0,3,0.5114158391952515,0.3714904487133026,0.06709472835063934,val,ok,0.15,1,1,12,5,17
42,16,1.0,0.2599966526031494,0.0,0.999990234375,0.16301214694976807,ground_truth,0.001188070047646761,0.033642578125,btxrd-heuristic-000223,IMG000408.jpeg,0.033642578125,3445,320,masks/IMG000408.png,1cb78873e75c825cd29debf39b242fd20627428f05b8709bbbd7edacd3603112,0|255,320,8,,72,24,0.035224609375,3,0,3,0.7502759695053101,0.4487055242061615,0.05211889371275902,val,ok,0.14109375,1,1,24,16,40
34,14,1.0,0.19387954473495483,0.0,0.999990234375,0.20201797783374786,ground_truth,0.02752244472503662,0.03876953125,btxrd-heuristic-000228,IMG000414.jpeg,0.03876953125,3970,320,masks/IMG000414.png,098594d4223d304a8b4c0942ff19181bf516458b6d6cdc316fe2a53ab7a404dd,0|255,320,7,,63,21,0.0391796875,3,0,3,0.7775381803512573,0.419594943523407,0.05382023751735687,val,ok,0.1469921875,1,1,23,14,37
24,6,1.0,0.09066115319728851,0.0,0.999990234375,0.15813703835010529,ground_truth,0.9527164101600647,0.03203125,btxrd-heuristic-000229,IMG000415.jpeg,0.03203125,3280,320,masks/IMG000415.png,0c9c14d48139d43ded9af2efd188941e3df522e313ce1776c888f845365169b0,0|255,320,3,,27,9,0.032978515625,3,0,3,0.6563481092453003,0.5055547952651978,0.018207289278507233,val,ok,0.15,1,4,12,5,17
49,16,1.0,0.25508174300193787,0.0,0.999990234375,0.166237011551857,ground_truth,8.803247055766406e-07,0.00310546875,btxrd-heuristic-000230,IMG000416.jpeg,0.00310546875,318,320,masks/IMG000416.png,bf2976ccaf0f05ffc32789323403970ea92989ac976b5c1293884f26cd50bd48,0|255,320,8,,72,24,0.00310546875,3,0,3,0.7526784539222717,0.49257224798202515,0.004537666216492653,val,ok,0.14970703125,1,1,32,15,47
14,6,1.0,0.09597359597682953,0.0,0.999990234375,0.1589604914188385,ground_truth,0.007740591187030077,0.00111328125,btxrd-heuristic-000233,IMG000420.jpeg,0.00111328125,114,320,masks/IMG000420.png,bd643252cf43b45e4235bb0e6fa074746a3d868bb6e8b3fbc0aa7f620c602f24,0|255,320,3,,27,9,0.00111328125,3,0,3,0.7526132464408875,0.43883976340293884,0.10192150622606277,val,ok,0.15,1,1,12,5,17
32,16,1.0,0.17886939644813538,0.0,0.999990234375,0.18894290924072266,ground_truth,6.34096868452616e-05,0.004892578125,btxrd-heuristic-000244,IMG000439.jpeg,0.004892578125,501,320,masks/IMG000439.png,b459d3a81854ad7f4d4eb34dc01a66dca615bf15c907f67864fd5d2dd2435dc9,0|255,320,8,,72,24,0.004892578125,3,0,3,0.7550302147865295,0.4117176830768585,0.06318390369415283,val,ok,0.15,1,1,31,14,45
49,14,1.0,0.18785138428211212,0.0,0.999990234375,0.23175129294395447,ground_truth,0.9941850304603577,0.04357421875,btxrd-heuristic-000260,IMG000467.jpeg,0.04357421875,4462,320,masks/IMG000467.png,427a73cf8919c0b79e55216987cc2b93983ab243b74d3c5abd6ffa9c51aabb5f,0|255,320,7,,63,21,0.043642578125,3,0,3,0.7671459913253784,0.5388807654380798,0.21393832564353943,val,ok,0.15,1,3,23,15,38
7,6,1.0,0.07982965558767319,0.0,0.999990234375,0.1420140117406845,ground_truth,0.9700637459754944,0.000947265625,btxrd-heuristic-000267,IMG000478.jpeg,0.000947265625,97,320,masks/IMG000478.png,5e1783e8982b3594cfc6d28e70cbcf0757506ae8b7d4464364a3ce3bd76dce87,0|255,320,3,,27,9,0.000947265625,3,0,3,0.7527664303779602,0.3809656500816345,0.18515430390834808,val,ok,0.15,1,2,12,5,17
24,10,1.0,0.1372765749692917,0.0,0.999990234375,0.1928328424692154,ground_truth,0.6890612244606018,0.00634765625,btxrd-heuristic-000269,IMG000481.jpeg,0.00634765625,650,320,masks/IMG000481.png,f8b6a030485c05f38f1e8d55d6416432fa17e501362c532b25928a0de7795d5d,0|255,320,5,,45,15,0.00634765625,3,0,3,0.7599788308143616,0.42000359296798706,0.0354817658662796,val,ok,0.15,1,1,17,10,27
55,16,1.0,0.17420998215675354,0.0,0.999990234375,0.16873015463352203,ground_truth,0.0007393350824713707,0.012158203125,btxrd-heuristic-000278,IMG000496.jpeg,0.012158203125,1245,320,masks/IMG000496.png,d4e012275ec7ea26311d010c3265f1e6e6f9677c04aae1b235e1a0af0d7be73c,0|255,320,8,,72,24,0.012734375,3,0,3,0.7625858783721924,0.5076596736907959,0.034157536923885345,val,ok,0.148701171875,1,3,22,16,38
21,8,1.0,0.09756779670715332,0.0,0.999990234375,0.18141908943653107,ground_truth,0.07951195538043976,0.06072265625,btxrd-heuristic-000287,IMG000513.jpeg,0.06072265625,6218,320,masks/IMG000513.png,fc0ab78876a8a193054b13ad3bb385f7706cf6ad19ecf9c88039c88e4da82e73,0|255,320,4,,36,12,0.06111328125,3,0,3,0.6746152639389038,0.4113994538784027,0.0035425927489995956,val,ok,0.15,1,7,14,10,24
24,12,1.0,0.16252420842647552,0.0,0.999990234375,0.18777060508728027,ground_truth,0.6018333435058594,0.023876953125,btxrd-heuristic-000302,IMG000542.jpeg,0.023876953125,2445,320,masks/IMG000542.png,16546342146605aa6b22943bad535ff51bde66ee582e48cd1396a948d1071eba,0|255,320,6,,54,18,0.024296875,3,0,3,0.694023847579956,0.3761481046676636,0.003305191406980157,val,ok,0.15,1,1,17,10,27
9,6,1.0,0.08514240384101868,0.0,0.9999609375,0.14862032234668732,ground_truth,0.9665220379829407,0.000400390625,btxrd-heuristic-000305,IMG000548.jpeg,0.000400390625,41,320,masks/IMG000548.png,67e5581f62192a2ee02f4247399c22704f5254cbe9da5826a4d179920f95f168,0|255,320,3,,27,9,0.000400390625,3,0,3,0.7322188019752502,0.3790602385997772,0.17718558013439178,val,ok,0.15,1,5,12,5,17
16,10,1.0,0.12336321175098419,0.0,0.999990234375,0.1888129562139511,ground_truth,1.3389206969804945e-06,0.12423828125,btxrd-heuristic-000305,IMG000549.jpeg,0.12423828125,12722,320,masks/IMG000549.png,792c1dba46db25d5d38d09b338497c876bc3a6b7c1a555c5ed154a73fbcce8c6,0|255,320,5,,45,15,0.1244140625,3,0,3,0.6940008997917175,0.3154633343219757,0.027101121842861176,val,ok,0.15,1,5,16,10,26
34,18,1.0,0.2766556441783905,0.0,0.999990234375,0.1683483123779297,ground_truth,0.9999995231628418,0.032548828125,btxrd-heuristic-000308,IMG000555.jpeg,0.032548828125,3333,320,masks/IMG000555.png,8aa55dabac62df69f087d8782492ffea3f3fbccb7d3cef5f7c560cddf3cf1b74,0|255,320,9,,81,27,0.0326171875,3,0,3,0.694294810295105,0.38011887669563293,0.07320026308298111,val,ok,0.14046875,1,4,30,17,47
29,18,1.0,0.29718321561813354,0.0,0.999990234375,0.16166236996650696,ground_truth,0.9999998807907104,0.0323828125,btxrd-heuristic-000308,IMG000556.jpeg,0.0323828125,3316,320,masks/IMG000556.png,b66966e8e87931e1bc19117536c06ed7a5dcb1f382aeb0753573ebc2df7c31e5,0|255,320,9,,81,27,0.03267578125,3,0,3,0.7342689037322998,0.36756667494773865,0.007562531158328056,val,ok,0.1451953125,1,4,32,20,52
19,6,1.0,0.11989764869213104,0.0,0.999990234375,0.15301577746868134,ground_truth,0.9988558292388916,0.03994140625,btxrd-heuristic-000311,IMG000562.jpeg,0.03994140625,4090,320,masks/IMG000562.png,2f1119e43622394ce5ce58ea4f221d630d585cdf4709040b4cd601bdf7112d0a,0|255,320,3,,27,9,0.040185546875,3,0,3,0.6008735299110413,0.4116643965244293,0.07707720249891281,val,ok,0.15,1,7,12,5,17
23,10,1.0,0.1280253529548645,0.0,0.999990234375,0.15684571862220764,ground_truth,0.9373123645782471,0.0647265625,btxrd-heuristic-000320,IMG000576.jpeg,0.0647265625,6628,320,masks/IMG000576.png,46030b76b5c9cfc3f2a42792505a3522d147e0634f2386ed063541d77e53f78a,0|255,320,5,,45,15,0.06474609375,3,0,3,0.7498199343681335,0.3727722465991974,0.019274814054369926,val,ok,0.15,1,5,18,10,28
70,18,1.0,0.31827735900878906,0.0,0.999990234375,0.22366811335086823,ground_truth,0.9989651441574097,0.01126953125,btxrd-heuristic-000324,IMG000582.jpeg,0.01126953125,1154,320,masks/IMG000582.png,276c54ae948ccdbfeb28060e1448142f198b194dcf39f07e9fa421937870f22d,0|255,320,9,,81,27,0.01126953125,3,0,3,0.7518500089645386,0.5490873456001282,0.13769745826721191,val,ok,0.149853515625,1,3,27,20,47
