image_id,group_id,size_group,candidate_dice,reference_dice,delta_dice,candidate_complete_miss,reference_complete_miss,miss_recovered,overlap_lost
IMG000793.jpeg,btxrd-heuristic-000452,medium,0.0,0.0,0.0,1,1,0,0
IMG000794.jpeg,btxrd-heuristic-000452,medium,0.0,0.0,0.0,1,1,0,0
IMG000838.jpeg,btxrd-heuristic-000476,small,0.0,0.0,0.0,1,1,0,0
IMG000876.jpeg,btxrd-heuristic-000501,small,0.0,0.0,0.0,1,1,0,0
IMG000895.jpeg,btxrd-heuristic-000513,small,0.0,0.0,0.0,1,1,0,0
IMG000899.jpeg,btxrd-heuristic-000516,small,0.0,0.0,0.0,1,1,0,0
IMG000901.jpeg,btxrd-heuristic-000518,small,0.001636286284648362,0.001636286284648362,0.0,0,0,0,0
IMG000902.jpeg,btxrd-heuristic-000519,small,0.007974385307799191,0.007974385307799191,0.0,0,0,0,0
IMG000905.jpeg,btxrd-heuristic-000521,small,0.11430229184798375,0.11430229184798375,0.0,0,0,0,0
IMG000917.jpeg,btxrd-heuristic-000527,small,0.0,0.0,0.0,1,1,0,0
IMG000918.jpeg,btxrd-heuristic-000528,small,0.0,0.0,0.0,1,1,0,0
IMG000924.jpeg,btxrd-heuristic-000533,small,0.004478447471543199,0.004478447471543199,0.0,0,0,0,0
IMG000928.jpeg,btxrd-heuristic-000536,small,0.006629415664362155,0.006629415664362155,0.0,0,0,0,0
IMG000930.jpeg,btxrd-heuristic-000538,small,0.726027397260274,0.726027397260274,0.0,0,0,0,0
IMG000931.jpeg,btxrd-heuristic-000539,small,0.003095256519384044,0.003095256519384044,0.0,0,0,0,0
IMG000932.jpeg,btxrd-heuristic-000540,small,0.004900039200313603,0.004900039200313603,0.0,0,0,0,0
IMG000944.jpeg,btxrd-heuristic-000547,small,0.03215434083601286,0.03215434083601286,0.0,0,0,0,0
IMG000963.jpeg,btxrd-heuristic-000561,medium,0.6529807469264671,0.6529807469264671,0.0,0,0,0,0
IMG000969.jpeg,btxrd-heuristic-000566,large,0.3440850953877955,0.3440850953877955,0.0,0,0,0,0
IMG000971.jpeg,btxrd-heuristic-000568,small,0.0026122448979591837,0.0026122448979591837,0.0,0,0,0,0
IMG000993.jpeg,btxrd-heuristic-000581,small,0.703862660944206,0.703862660944206,0.0,0,0,0,0
IMG000996.jpeg,btxrd-heuristic-000583,small,0.0022213994816734544,0.0022213994816734544,0.0,0,0,0,0
IMG001006.jpeg,btxrd-heuristic-000591,small,0.06784260515603799,0.06784260515603799,0.0,0,0,0,0
IMG001007.jpeg,btxrd-heuristic-000592,medium,0.3987220447284345,0.3987220447284345,0.0,0,0,0,0
IMG001024.jpeg,btxrd-heuristic-000600,small,0.0021348767701686554,0.0021348767701686554,0.0,0,0,0,0
IMG001030.jpeg,btxrd-heuristic-000605,medium,0.6350262697022767,0.6350262697022767,0.0,0,0,0,0
IMG001056.jpeg,btxrd-heuristic-000620,small,0.0,0.0,0.0,1,1,0,0
IMG001059.jpeg,btxrd-heuristic-000622,small,0.00873998543335761,0.00873998543335761,0.0,0,0,0,0
IMG001060.jpeg,btxrd-heuristic-000623,small,0.48868778280542985,0.48868778280542985,0.0,0,0,0,0
IMG001092.jpeg,btxrd-heuristic-000639,large,0.43645569620253166,0.43645569620253166,0.0,0,0,0,0
IMG001094.jpeg,btxrd-heuristic-000641,medium,0.1076388888888889,0.1076388888888889,0.0,0,0,0,0
IMG001098.jpeg,btxrd-heuristic-000644,small,0.06906712663504384,0.06906712663504384,0.0,0,0,0,0
IMG001106.jpeg,btxrd-heuristic-000649,medium,0.027153160797624098,0.027153160797624098,0.0,0,0,0,0
IMG001136.jpeg,btxrd-heuristic-000669,small,0.044293015332197615,0.044293015332197615,0.0,0,0,0,0
IMG001140.jpeg,btxrd-heuristic-000672,small,0.12653061224489795,0.12653061224489795,0.0,0,0,0,0
IMG001141.jpeg,btxrd-heuristic-000673,small,0.0003740415186085656,0.0003740415186085656,0.0,0,0,0,0
IMG001174.jpeg,btxrd-heuristic-000693,medium,0.3646144650328751,0.3646144650328751,0.0,0,0,0,0
IMG001190.jpeg,btxrd-heuristic-000702,large,0.8753337440952967,0.8753337440952967,0.0,0,0,0,0
IMG001191.jpeg,btxrd-heuristic-000702,medium,0.0,0.0,0.0,1,1,0,0
IMG001202.jpeg,btxrd-heuristic-000707,small,0.025716819391073013,0.025716819391073013,0.0,0,0,0,0
IMG001206.jpeg,btxrd-heuristic-000710,small,0.0,0.0,0.0,1,1,0,0
IMG001215.jpeg,btxrd-heuristic-000715,large,0.8569905086914792,0.8569905086914792,0.0,0,0,0,0
IMG001216.jpeg,btxrd-heuristic-000715,large,0.8329161451814768,0.8329161451814768,0.0,0,0,0,0
IMG001219.jpeg,btxrd-heuristic-000717,small,0.016882653667815956,0.016882653667815956,0.0,0,0,0,0
IMG001231.jpeg,btxrd-heuristic-000724,small,0.022930943595150237,0.022930943595150237,0.0,0,0,0,0
IMG001235.jpeg,btxrd-heuristic-000727,medium,0.3224873463485177,0.3224873463485177,0.0,0,0,0,0
IMG001245.jpeg,btxrd-heuristic-000732,medium,0.12244897959183673,0.12244897959183673,0.0,0,0,0,0
IMG001248.jpeg,btxrd-heuristic-000735,small,0.03717472118959108,0.03717472118959108,0.0,0,0,0,0
IMG001251.jpeg,btxrd-heuristic-000738,small,0.0,0.0,0.0,1,1,0,0
IMG001259.jpeg,btxrd-heuristic-000745,small,0.0034847542003733664,0.0034847542003733664,0.0,0,0,0,0
IMG001272.jpeg,btxrd-heuristic-000753,small,0.0,0.0,0.0,1,1,0,0
IMG001280.jpeg,btxrd-heuristic-000760,medium,0.22262407072533655,0.22262407072533655,0.0,0,0,0,0
IMG001315.jpeg,btxrd-heuristic-000783,medium,0.8725529364762286,0.8725529364762286,0.0,0,0,0,0
IMG001352.jpeg,btxrd-heuristic-000808,medium,0.6456754130223518,0.6456754130223518,0.0,0,0,0,0
IMG001353.jpeg,btxrd-heuristic-000809,medium,0.7321842037561102,0.7321842037561102,0.0,0,0,0,0
IMG001371.jpeg,btxrd-heuristic-000821,medium,0.14937759336099585,0.14937759336099585,0.0,0,0,0,0
IMG001379.jpeg,btxrd-heuristic-000826,medium,0.03732056091584878,0.03732056091584878,0.0,0,0,0,0
IMG001391.jpeg,btxrd-heuristic-000833,large,0.15465625369778724,0.15465625369778724,0.0,0,0,0,0
IMG001394.jpeg,btxrd-heuristic-000836,small,0.22690058479532163,0.22690058479532163,0.0,0,0,0,0
IMG001402.jpeg,btxrd-heuristic-000840,medium,0.0,0.0,0.0,1,1,0,0
IMG001405.jpeg,btxrd-heuristic-000842,medium,0.551994301994302,0.551994301994302,0.0,0,0,0,0
IMG001448.jpeg,btxrd-heuristic-000868,small,0.7441497659906396,0.7441497659906396,0.0,0,0,0,0
IMG001453.jpeg,btxrd-heuristic-000871,medium,0.3470964050729475,0.3470964050729475,0.0,0,0,0,0
IMG001454.jpeg,btxrd-heuristic-000872,medium,0.410680228862047,0.410680228862047,0.0,0,0,0,0
IMG001455.jpeg,btxrd-heuristic-000873,medium,0.5951790145338532,0.5951790145338532,0.0,0,0,0,0
IMG001468.jpeg,btxrd-heuristic-000880,medium,0.7177454865697931,0.7177454865697931,0.0,0,0,0,0
IMG001473.jpeg,btxrd-heuristic-000883,medium,0.12142104759168822,0.12142104759168822,0.0,0,0,0,0
IMG001476.jpeg,btxrd-heuristic-000885,small,0.0,0.0,0.0,1,1,0,0
IMG001483.jpeg,btxrd-heuristic-000889,medium,0.5205643950765536,0.5205643950765536,0.0,0,0,0,0
IMG001490.jpeg,btxrd-heuristic-000893,medium,0.5927209705372617,0.5927209705372617,0.0,0,0,0,0
IMG001491.jpeg,btxrd-heuristic-000893,medium,0.6993256644188814,0.6993256644188814,0.0,0,0,0,0
IMG001517.jpeg,btxrd-heuristic-000907,large,0.04059301094246382,0.04059301094246382,0.0,0,0,0,0
IMG001538.jpeg,btxrd-heuristic-000916,medium,0.5380007779074291,0.5380007779074291,0.0,0,0,0,0
IMG001539.jpeg,btxrd-heuristic-000916,medium,0.46807477543092985,0.46807477543092985,0.0,0,0,0,0
IMG001551.jpeg,btxrd-heuristic-000922,large,0.8217702981263268,0.8217702981263268,0.0,0,0,0,0
IMG001563.jpeg,btxrd-heuristic-000930,large,0.3624723211706941,0.3624723211706941,0.0,0,0,0,0
IMG001580.jpeg,btxrd-heuristic-000940,large,0.7070752591257323,0.7070752591257323,0.0,0,0,0,0
IMG001581.jpeg,btxrd-heuristic-000940,medium,0.5629546726357023,0.5629546726357023,0.0,0,0,0,0
IMG001601.jpeg,btxrd-heuristic-000951,medium,0.8143100511073254,0.8143100511073254,0.0,0,0,0,0
IMG001606.jpeg,btxrd-heuristic-000955,medium,0.5112377537299098,0.5112377537299098,0.0,0,0,0,0
IMG001607.jpeg,btxrd-heuristic-000956,small,0.9343683839096684,0.9343683839096684,0.0,0,0,0,0
IMG001612.jpeg,btxrd-heuristic-000959,medium,0.841317970487164,0.841317970487164,0.0,0,0,0,0
IMG001617.jpeg,btxrd-heuristic-000962,medium,0.807679122386013,0.807679122386013,0.0,0,0,0,0
IMG001632.jpeg,btxrd-heuristic-000972,medium,0.07455937990218695,0.07455937990218695,0.0,0,0,0,0
IMG001638.jpeg,btxrd-heuristic-000978,medium,0.0,0.0,0.0,1,1,0,0
IMG001642.jpeg,btxrd-heuristic-000981,large,0.030316422131872016,0.030316422131872016,0.0,0,0,0,0
IMG001643.jpeg,btxrd-heuristic-000982,medium,0.0,0.0,0.0,1,1,0,0
IMG001661.jpeg,btxrd-heuristic-000993,medium,0.0,0.0,0.0,1,1,0,0
IMG001666.jpeg,btxrd-heuristic-000997,medium,0.07880676758682101,0.07880676758682101,0.0,0,0,0,0
IMG001716.jpeg,btxrd-heuristic-001029,medium,0.0,0.0,0.0,1,1,0,0
IMG001719.jpeg,btxrd-heuristic-001031,small,0.0,0.0,0.0,1,1,0,0
IMG001723.jpeg,btxrd-heuristic-001033,medium,0.0,0.0,0.0,1,1,0,0
IMG001744.jpeg,btxrd-heuristic-001047,medium,0.0,0.0,0.0,1,1,0,0
IMG001759.jpeg,btxrd-heuristic-001056,small,0.0,0.0,0.0,1,1,0,0
IMG001760.jpeg,btxrd-heuristic-001057,medium,0.0,0.0,0.0,1,1,0,0
IMG001761.jpeg,btxrd-heuristic-001057,medium,0.24605577689243027,0.24605577689243027,0.0,0,0,0,0
IMG001781.jpeg,btxrd-heuristic-001069,small,0.0,0.0,0.0,1,1,0,0
IMG001782.jpeg,btxrd-heuristic-001070,medium,0.0,0.0,0.0,1,1,0,0
IMG001785.jpeg,btxrd-heuristic-001073,medium,0.0,0.0,0.0,1,1,0,0
IMG001786.jpeg,btxrd-heuristic-001074,small,0.0,0.0,0.0,1,1,0,0
IMG001791.jpeg,btxrd-heuristic-001077,medium,0.0,0.0,0.0,1,1,0,0
IMG001795.jpeg,btxrd-heuristic-001080,large,0.48586341887777296,0.48586341887777296,0.0,0,0,0,0
IMG001798.jpeg,btxrd-heuristic-001083,small,0.0,0.0,0.0,1,1,0,0
IMG001828.jpeg,btxrd-heuristic-001104,medium,0.5198119543317663,0.5198119543317663,0.0,0,0,0,0
IMG001858.jpeg,btxrd-heuristic-001118,medium,0.0,0.0,0.0,1,1,0,0
IMG001867.jpeg,btxrd-heuristic-001123,large,0.0,0.0,0.0,1,1,0,0
