image_id,source_image_sha256,region_map_path,region_map_sha256,regions,uncovered_pixels,uncovered_fraction,map_width,map_height,map_dtype
IMG000086.jpeg,8e33d8a688772d84dddf2506a70eb41bff9cfcc5086cacdbaf5968087ff9e301,region_maps/IMG000086.png,3c786919007e017d730b2078e3f0801084b62f7727908601f6078dd26d7b113f,3,5095,0.7960937500,80,80,uint16
IMG000087.jpeg,ae04b4f241906852cae313b2e51c4ec0d0fbc4a6ee9d302cca811500b9f08ead,region_maps/IMG000087.png,44bf1997603d9d440039b6bee4648b2fce09b4a82642aca5879ab0b4483a0c8e,4,4770,0.7453125000,80,80,uint16
IMG000088.jpeg,784dc3ab90582c261c9d22575e029c0c5c64ef0cd7c2a01aa8c05c48f1e5ae78,region_maps/IMG000088.png,0a29e7d64edcaa33954c21829ba15cd7b8ece3b2af1da8a3735da54d7cefb73c,6,38,0.0059375000,80,80,uint16
IMG000089.jpeg,14a14500af98d426146de533a5d05f62831009e98a64f8a1b6833cd55064be4e,region_maps/IMG000089.png,2873b5be0ae0e6b1497db9585ace55f24615a01809e673be337efc10d615a84e,7,2993,0.4676562500,80,80,uint16
IMG000090.jpeg,5e36d5a6208053aea8c9c9bd3f642bb6d76484bad4b1dcaac9d38ffd6602a7a1,region_maps/IMG000090.png,7ff368f57e5bead26f0c4e837c6219a8cdb836ae123439aae703f3f743519c5c,6,62,0.0096875000,80,80,uint16
IMG000091.jpeg,d83b3950b8003c7d88806671511ca89d6c323fd618287582e8f6e0ee6eba2593,region_maps/IMG000091.png,471c8817fa3eb5ab290e3b4037b6f82ac7e10abb27dea079eb4476cd081f2ac8,6,3494,0.5459375000,80,80,uint16
IMG000092.jpeg,665f16342ec2bfeacb7aa3ec7ecfed6a17a402fc928ffe0c09cb3986b1247ad5,region_maps/IMG000092.png,f31afa8d9b72a340ee3490429a5a6b813b915c5c119674fc2c228576180c5197,5,3161,0.4939062500,80,80,uint16
IMG000093.jpeg,86ed50c9722843071bb7d6064670726fd4fbbe51a827a904fa279d57e1b736f8,region_maps/IMG000093.png,6e4e343875e720df6bbb5463f45204a9d6b8842b6fdef0c48c8500e7f3090695,8,3916,0.6118750000,80,80,uint16
IMG000094.jpeg,664cd9dcafc3bc1ab495d4ced90b13bbe0635d0ca7fc24426e117984198d086b,region_maps/IMG000094.png,a8b203c435241fec7518444381f1f992cf675cacd5b24d787638f543f6402944,8,62,0.0096875000,80,80,uint16
IMG000095.jpeg,a20d18d9bf52001f3399512a53648a7decc2a1147b99d569f88c2a6fbb1efe84,region_maps/IMG000095.png,c38c72b388050f95f066458697656dd187b7c34a45ffc075bcd2f1d69f493c43,4,29,0.0045312500,80,80,uint16
IMG000096.jpeg,5c2f8f6d8be28c1ee5eb15b0b20f61698f804146c5372589fa382f88eef246ed,region_maps/IMG000096.png,c4a0e631f0cc002be803608ce7b0ab620f121e9f01472a70c8c5e4643b79b5fc,12,3044,0.4756250000,80,80,uint16
IMG000097.jpeg,ed78f4fc68909b722560c922692b68c624f1fc51b8b67872397667c5765a4ab1,region_maps/IMG000097.png,57ca97d0eb9ea530739a1b9ea5388d319cce831ba6930d853e61461ccd511c1e,6,199,0.0310937500,80,80,uint16
IMG000098.jpeg,f98c9dd8b448529207802a7991315bf24345d40c71399869000a6df59a862cfc,region_maps/IMG000098.png,3b919a53db5847e3903855849429246bb2afe98311f9c2623bee31d50e82f097,7,3554,0.5553125000,80,80,uint16
IMG000099.jpeg,de0e25ffd8d81a8c3e519ac4c1deb9e900ae2d949981165de0105d2414d45b46,region_maps/IMG000099.png,e307078371f9c72d264ea9ef95c817e079f8eef180a728883068ba68321efbf1,6,2666,0.4165625000,80,80,uint16
IMG000100.jpeg,fc9fae4a32985bf30a1e5db426b9fc5fa047f884a1a44d974b4a60620ffec084,region_maps/IMG000100.png,3201b65e37cb7cad1131bdf85789b0d06ba2beca17f98409defe95f4d1935eac,6,55,0.0085937500,80,80,uint16
IMG000102.jpeg,f3b344910023753ecc6d14db0825accf616080a91c559f0d0bddaea1b8fc982b,region_maps/IMG000102.png,5724ab8f9386bc15e125b56a64f72596eea8f2b5b550ccef30f2ff918dd4dc5f,6,1399,0.2185937500,80,80,uint16
IMG000103.jpeg,bd3c8301791f547e78f240accae6994587e39d165c6e0532adf91149396639bc,region_maps/IMG000103.png,79131760ddaf846808ccb9a8f0c8875ea1d29ae5212852f09155b59c02cb5c38,7,1217,0.1901562500,80,80,uint16
IMG000104.jpeg,22234987da5fbb94815375c3dd3e591ed841215626e7324cd23f5d13e7b8baca,region_maps/IMG000104.png,c6c408c88cddc5d231459029d49ad76da1ed61fe4118fd4d6489c17ee2cc5a7e,5,71,0.0110937500,80,80,uint16
IMG000105.jpeg,b30bd6b8f0676eed1c7f1477706a64c5d2e3c755444538b0797990e8cf0a3d3b,region_maps/IMG000105.png,d9a4c17c98a9284e0431318eac69c6087372160af8ebe83f086c556ad28d0bff,4,2825,0.4414062500,80,80,uint16
IMG000108.jpeg,6e6dbe56fa63e4d24f2a93752a09bf2ec5f692859e5f00025c42644d2b80ac54,region_maps/IMG000108.png,68001d43d81a1047ddf171ee166cee71443ac76d1124dd15f2b7fa4933c3bb89,4,58,0.0090625000,80,80,uint16
IMG000109.jpeg,e598364517be890102b3ca8ebfd603018c8e70e7338a07f1609f3183db6c54ad,region_maps/IMG000109.png,4a55b8f7593eb582d1046c9ebdc44544ad765d14ab7498828c7d39f6accd0cfc,5,43,0.0067187500,80,80,uint16
IMG000110.jpeg,059445749c2ae9a2f83c73a10372bb113ed57c3159535aeea115d2364d472f53,region_maps/IMG000110.png,3128027e0bbb6596c6707989deb7aa18c934f5525c7c339f666e2e379dad17f9,5,1846,0.2884375000,80,80,uint16
IMG000111.jpeg,540b1539674e83394ca092d69445aa718b86c548dccb767bd737d3d954c20ccc,region_maps/IMG000111.png,7bcab95bae2de932ae68c8cf8fcc3bb6e988634d411f218853ab987d2216b62d,5,42,0.0065625000,80,80,uint16
IMG000112.jpeg,93b19d3d985b99a4648ebf4bbdec556ac3ed9e1b2cf5c56640e4a66c186cae6a,region_maps/IMG000112.png,784f84441a565d15baa603927fc120e4f8c04ae40b25244e72d6d14b46bd5f38,6,44,0.0068750000,80,80,uint16
IMG000113.jpeg,c8a688a031d7abda4d48e1e13a30124035685ae4d497b5a95344fb535525bbbc,region_maps/IMG000113.png,cfeb203f0a8e9694fb99aab3fa92bc7557350642d8e123a2c6e89f44b8fd50b8,6,2630,0.4109375000,80,80,uint16
IMG000115.jpeg,e68629ff35bb20e0f067cf5ce1e992a3c4794449089e25039496244a2cbe9f72,region_maps/IMG000115.png,0c5df6120d0ef6cd668b9003667d52af60175a65afa1727f1f3ed5c7f815be87,6,1923,0.3004687500,80,80,uint16
IMG000116.jpeg,3ef29f52ca1ec35f1b95f87c9050aab67889c43d60fab95cd5c49bfc6ebd7e6e,region_maps/IMG000116.png,d9ac8d339db7569024936dcc05b44c9f64ed7ef2fc2d4327abf1758beaabdbfe,6,2298,0.3590625000,80,80,uint16
IMG000117.jpeg,df8993c6d1fe39aaee6f7b56bc8b31c01b657029180493c49893f11d81d41371,region_maps/IMG000117.png,468145afcd8f6235ad063a54a31d40fd49ea54972da6e9e9471463360fbd4111,6,2243,0.3504687500,80,80,uint16
IMG000118.jpeg,6f11da5ef0586c4bf9ca2288708b3476999c7d9f8181e79f96d034ea77d77743,region_maps/IMG000118.png,1f43c299ef29131c3c28f5635def95476fda5938e93005dab06dc1f0ac221f05,5,86,0.0134375000,80,80,uint16
IMG000119.jpeg,6511bc3fe111c239156c30f249075eff7da6c5e54b2262bd1b04749d9b32be67,region_maps/IMG000119.png,a8df1d3fdfb41fdd1e977a1c1634976f1a8847847401adb1123d5d155e6a335a,7,54,0.0084375000,80,80,uint16
IMG000120.jpeg,76bca432c039f56e1342a3f7fa6f8c629139157a518f6ca55d5b14af8b281c53,region_maps/IMG000120.png,089087821eec594f4f857c9dc269b1b77f5e8c801623429140b32f54466e33b0,4,94,0.0146875000,80,80,uint16
IMG000123.jpeg,b60230c28b7dca5123d199477d4ad605c1262219f167fac721017763c47648a0,region_maps/IMG000123.png,fb44b95e9c770fa6b50bb27a8d9ae35aa2339494ec0dc2f294b9a87ba6d06e9a,9,3152,0.4925000000,80,80,uint16
IMG000124.jpeg,65fd6acc4e615a493f0cd216c770060a0283133365a438444da59ea0685f39b2,region_maps/IMG000124.png,a1e882915470a4c5b805ec2fce77d2e962502bd7dc7b74fd3034ad845683e3fb,6,3700,0.5781250000,80,80,uint16
IMG000127.jpeg,ecb9eeeddc8d100825155981e6837e8a97fd19483a75990097ae09540c7d0f6d,region_maps/IMG000127.png,a79edb4aeaae513df62dadd005cec94103699ef8bd5161acaf811d098e2cac7a,10,2209,0.3451562500,80,80,uint16
IMG000128.jpeg,08d7f073ea65cfb04153f9b7fef97882cb3cef008a5c0ecbc315080d7a159d97,region_maps/IMG000128.png,1a21e5e785808e70c9b8a413e40256f14c014a5a2d4442d9cd99a0d9a307967c,5,142,0.0221875000,80,80,uint16
IMG000129.jpeg,d283994ac7eead7d9cd39532f01f699a736fc2fa7eb7553306ca817bd2fe8d49,region_maps/IMG000129.png,541dc4a2604cba4cf3ffc8b1fdc97eac6b846b515477ffa69d2d8698ab3f5455,7,63,0.0098437500,80,80,uint16
IMG000130.jpeg,17a7bdacf247bb1b77422838a55d97d043cb294ee5275230fc09871da3b25e90,region_maps/IMG000130.png,01329eaa97aaaae9c6d4edc0fd8348502f025c6ba2d53ae3abfc1978b4015745,7,3224,0.5037500000,80,80,uint16
IMG000131.jpeg,678e88b9a45c881f709ae0dbe400d52a0bafa8f00cbbb47df67349bccd1ef3f0,region_maps/IMG000131.png,e1a2daabe65b09de8e16c0e0943cdcac35432aa08f5b09ef406b470e4d0dc137,8,2573,0.4020312500,80,80,uint16
IMG000132.jpeg,fc5a19098d14d301de39b847bbd97dfd93c2a29308758971e1e375d70970ca92,region_maps/IMG000132.png,a58a07892446cfe58c17092cab88b44e2890709a233d0bed4c7ebca9b547a946,5,68,0.0106250000,80,80,uint16
IMG000133.jpeg,a9678226a9f3340708b4f07d349e3c2ffc730e9d808481740e24dac6d3bcd76f,region_maps/IMG000133.png,ed71a2681e184ed027431598ac90bdcd66126627e00ac523c9ac69ce4c3c728d,6,3021,0.4720312500,80,80,uint16
IMG000134.jpeg,39a1cb042db25a130ccf6d4f991f6b225e6bc760fc2143c4b68630611f47ba04,region_maps/IMG000134.png,f5fbe4d8e5f382fa023b3434c8c933635b120ff7ff6a8da43e9255c7f2c2836a,7,3769,0.5889062500,80,80,uint16
IMG000135.jpeg,eed047bf1920ee259ec224b67d2f8b81e2b8f9ca198e4bec75c1602ec1fbe9d7,region_maps/IMG000135.png,1e284014f6482ee532e1919d182972f14129ce7a1b7d61e1c84c7f1b8c6fa1cd,4,38,0.0059375000,80,80,uint16
IMG000136.jpeg,9156cb95c9c6bf1b218c5c2c3c41939477516f86704fd3cb7ab267a60a820faa,region_maps/IMG000136.png,7c1c4b93439f4401aca5b2aceaa2c1c28236a7c9efd59757126316f8ba1fdd4d,7,3693,0.5770312500,80,80,uint16
IMG000142.jpeg,12bf53fc731a1d9fd763f641513cd19af1f7c311d86c1452d63ef40d1360088b,region_maps/IMG000142.png,7e0c38072546e547a0913791e157db28aebd630e5aad943408176086c958235a,7,2610,0.4078125000,80,80,uint16
