above_threshold_candidates,box_prompt_calls,cam_max,cam_mean,cam_min,cam_nonzero_ratio,cam_std,cam_target_protocol,classifier_causal_score_max,classifier_causal_score_mean,classifier_causal_score_min,classifier_confidence,final_area_ratio,group_id,image_name,mask_area_ratio,mask_foreground_pixels,mask_height,mask_path,mask_sha256,mask_unique_values,mask_width,morphology_components,reason,sam_candidate_count,sam_prompt_calls,selected_area_ratio,selected_candidates,selected_class,selected_components,selection_score_max,selection_score_mean,selection_score_min,split,status,support_area_ratio,true_tumor,true_tumor_type,unique_negative_prompt_points,unique_positive_prompt_points,unique_prompt_points
39,12,1.0,0.21079695224761963,0.0,0.9999950175382653,0.19582000374794006,ground_truth,,,,0.9998397827148438,0.053078164859693876,btxrd-heuristic-000082,IMG000160.jpeg,0.053078164859693876,10653,448,masks/IMG000160.png,5ca2266e23731fa3814a4b726a1f4d8673c7a40810d21b4ac9f2a1e5b883cf4a,0|255,448,6,,54,18,0.053078164859693876,3,0,3,0.7864672541618347,0.5162400007247925,0.03079366311430931,val,ok,0.15000199298469388,1,8,20,13,33
80,18,1.0,0.28580528497695923,0.0,0.9999950175382653,0.22252701222896576,ground_truth,,,,0.9999614953994751,0.06592793367346939,btxrd-heuristic-000082,IMG000161.jpeg,0.06592793367346939,13232,448,masks/IMG000161.png,1321d05316ac2d75129638755c277551770ef50ad747a6d59a936f68202529ef,0|255,448,9,,81,27,0.06627172353316327,3,0,3,0.7655732035636902,0.6321957111358643,0.1402411013841629,val,ok,0.15000199298469388,1,8,33,20,53
26,6,1.0,0.19338907301425934,0.0,0.9999950175382653,0.18261894583702087,ground_truth,,,,0.9999457597732544,0.06889249840561225,btxrd-heuristic-000098,IMG000200.jpeg,0.06889249840561225,13827,448,masks/IMG000200.png,725b3b22d4c6a6150f52464c400a888c97ad419e04bf0884178aca5ed0632f62,0|255,448,3,,27,9,0.06890246332908163,3,0,3,0.731131374835968,0.5531445145606995,0.12266986817121506,val,ok,0.15000199298469388,1,8,12,5,17
27,8,1.0,0.19889257848262787,0.0,0.9999950175382653,0.18844109773635864,ground_truth,,,,0.999934196472168,0.0489875637755102,btxrd-heuristic-000098,IMG000201.jpeg,0.0489875637755102,9832,448,masks/IMG000201.png,6f47e64cd52b1754864e7231d19eeda0c6278701dab6c245bb63a64ff0e08cb2,0|255,448,4,,36,12,0.04901247608418367,3,0,3,0.7706320285797119,0.5121123790740967,0.003104947740212083,val,ok,0.15000199298469388,1,8,16,10,26
16,8,1.0,0.17139263451099396,0.0,0.9999950175382653,0.16310396790504456,ground_truth,,,,0.9999986886978149,0.033925581951530615,btxrd-heuristic-000099,IMG000202.jpeg,0.033925581951530615,6809,448,masks/IMG000202.png,602c5304b6debe5776375672c7fee8e1c567ff9c7b862f6ad05687a659fc6625,0|255,448,4,,36,12,0.03428431919642857,3,0,3,0.6222711801528931,0.33293622732162476,0.000507701188325882,val,ok,0.15000199298469388,1,8,13,6,19
22,14,0.9999999403953552,0.107605941593647,0.0,0.9999950175382653,0.16857993602752686,ground_truth,,,,0.0727909505367279,0.027971540178571428,btxrd-heuristic-000109,IMG000222.jpeg,0.027971540178571428,5614,448,masks/IMG000222.png,68e870c053159778bdfbaeca7938286b4746eb3f424fdbee561e892878fc9e7a,0|255,448,7,,63,21,0.028454838966836735,3,0,3,0.7499697208404541,0.30676504969596863,0.001016009715385735,val,ok,0.15000199298469388,1,6,22,15,37
20,8,1.0,0.13668586313724518,0.0,0.9999950175382653,0.18593868613243103,ground_truth,,,,0.5816819667816162,0.10756636639030612,btxrd-heuristic-000120,IMG000244.jpeg,0.10756636639030612,21589,448,masks/IMG000244.png,057016ada93c0e6d613392c619672b0d00c2d777b5fb63fbe260e44b3c2b0b73,0|255,448,4,,36,12,0.10787527901785714,3,0,3,0.5719780325889587,0.3486425578594208,0.004289932083338499,val,ok,0.15000199298469388,1,1,13,10,23
23,6,1.0,0.08321592956781387,0.0,0.9999950175382653,0.15483836829662323,ground_truth,,,,0.060923680663108826,0.018594547193877552,btxrd-heuristic-000121,IMG000245.jpeg,0.018594547193877552,3732,448,masks/IMG000245.png,b618028bd6d1c870ba137954a6fcbb0371923f0dd5328ae91a0849156409f25d,0|255,448,3,,27,9,0.01902802136479592,3,0,3,0.7087010145187378,0.5234154462814331,0.09696004539728165,val,ok,0.15000199298469388,1,3,12,5,17
40,14,1.0,0.22237364947795868,0.0,0.9999950175382653,0.2187412530183792,ground_truth,,,,0.9984920024871826,0.07808514030612244,btxrd-heuristic-000128,IMG000260.jpeg,0.07808514030612244,15672,448,masks/IMG000260.png,c5c946b3404664520a0e1e14a1fe8297a7fa34f8f7ccf2c29a957e532b7af563,0|255,448,7,,63,21,0.0785385443239796,3,0,3,0.7963751554489136,0.4702332019805908,0.02505609579384327,val,ok,0.15000697544642858,1,1,21,17,38
44,14,0.9999999403953552,0.17953738570213318,0.0,0.9999950175382653,0.19468624889850616,ground_truth,,,,1.0,0.028145926339285716,btxrd-heuristic-000137,IMG000275.jpeg,0.028145926339285716,5649,448,masks/IMG000275.png,c5b3fdbe3a27c53fcccc17b828a8763a1362f3c81165c9d0107e7bb5357bbe6c,0|255,448,7,,63,21,0.02839504942602041,3,0,3,0.7497934103012085,0.4760531783103943,0.20701740682125092,val,ok,0.15000199298469388,1,1,25,14,39
22,6,1.0,0.10680325329303741,0.0,0.9999950175382653,0.17960073053836823,ground_truth,,,,0.9828630089759827,0.08963946906887756,btxrd-heuristic-000140,IMG000279.jpeg,0.08963946906887756,17991,448,masks/IMG000279.png,0c84820cf93b3456e424139c95b8f815ec49a4218ef679957f10c009ed09ec97,0|255,448,3,,27,9,0.09742207429846939,3,0,3,0.6641591191291809,0.48886922001838684,0.31259238719940186,val,ok,0.15000199298469388,1,1,12,5,17
5,6,0.9999999403953552,0.09767525643110275,0.0,0.9999950175382653,0.16359007358551025,ground_truth,,,,0.9999986886978149,0.004354671556122449,btxrd-heuristic-000145,IMG000285.jpeg,0.004354671556122449,874,448,masks/IMG000285.png,17532327766e726c1610fd5c1d0a4dfc72c05410987383902337babd5563e176,0|255,448,3,,27,9,0.00481804049744898,1,0,1,0.6271982192993164,0.3206283450126648,0.07169409096240997,val,ok,0.1499970105229592,1,1,12,5,17
8,10,1.0,0.11900310963392258,0.0,0.9999950175382653,0.1367861032485962,ground_truth,,,,0.022665444761514664,0.0010313695790816326,btxrd-heuristic-000150,IMG000292.jpeg,0.0010313695790816326,207,448,masks/IMG000292.png,5ca1ce27856f97464df813669df2156d40ead18fddee57112f3dee866efd31ae,0|255,448,5,,45,15,0.0010313695790816326,3,0,3,0.7519335746765137,0.26059043407440186,0.0002576730912551284,val,ok,0.15000199298469388,1,1,14,13,27
21,6,1.0,0.12230788171291351,0.0,0.9999950175382653,0.18569988012313843,ground_truth,,,,0.9246017932891846,0.09588747608418367,btxrd-heuristic-000156,IMG000300.jpeg,0.09588747608418367,19245,448,masks/IMG000300.png,5b0438dc7dde723d9b300899cea003d86f35636ba50bb1f561877a81b2f43943,0|255,448,3,,27,9,0.09607680963010204,3,0,3,0.7099512219429016,0.49104687571525574,0.17655350267887115,val,ok,0.15000199298469388,1,2,11,5,16
29,12,1.0,0.15526483952999115,0.0,0.9999950175382653,0.16356328129768372,ground_truth,,,,0.0019539149943739176,0.027777224170918366,btxrd-heuristic-000160,IMG000306.jpeg,0.027777224170918366,5575,448,masks/IMG000306.png,3c82a7dbabf5a74f1afd7106ffad401d033ff9e4c7d4f8808323cd69fbf8de79,0|255,448,6,,54,18,0.027797154017857144,3,0,3,0.7366955280303955,0.43448352813720703,0.021536273881793022,val,ok,0.14970802774234693,1,1,23,10,33
10,10,1.0,0.07134953886270523,0.0,0.9999950175382653,0.13598081469535828,ground_truth,,,,0.0002766295801848173,0.0006676498724489796,btxrd-heuristic-000167,IMG000320.jpeg,0.0006676498724489796,134,448,masks/IMG000320.png,1635cc4dbf0ebb0d4d4fd4bf7a2ddaf51ab0b5368f8082b523e7f24f86a7d130,0|255,448,5,,45,15,0.0006676498724489796,3,0,3,0.7334407567977905,0.26808488368988037,0.0002424508857075125,val,ok,0.15000199298469388,1,1,20,7,27
18,10,1.0,0.17199814319610596,0.0,0.9999950175382653,0.19061341881752014,ground_truth,,,,0.9999985694885254,0.09517498405612244,btxrd-heuristic-000172,IMG000327.jpeg,0.09517498405612244,19102,448,masks/IMG000327.png,c1142aad8ae9ba67ef414bb34166a3a39dd8dfd103475caadec432cc1c032baf,0|255,448,5,,45,15,0.09603196747448979,3,0,3,0.7029383778572083,0.40802836418151855,0.17907404899597168,val,ok,0.15000199298469388,1,1,20,10,30
12,6,1.0,0.07911878824234009,0.0,0.9999950175382653,0.149390310049057,ground_truth,,,,0.6406668424606323,0.004190250318877551,btxrd-heuristic-000173,IMG000328.jpeg,0.004190250318877551,841,448,masks/IMG000328.png,2c6ddc76ea75dfd683f8a4af0de09face00a31fbe8102d9ff86f7d4f2abac24b,0|255,448,3,,27,9,0.004190250318877551,3,0,3,0.7606746554374695,0.4492725133895874,0.16368544101715088,val,ok,0.15000199298469388,1,1,12,5,17
11,6,1.0,0.07515864819288254,0.0,0.9999950175382653,0.14388683438301086,ground_truth,,,,0.9951820969581604,0.06133908641581633,btxrd-heuristic-000180,IMG000337.jpeg,0.06133908641581633,12311,448,masks/IMG000337.png,609b68cd218f1db997dcab6e7cff2708e3aca42c51ba7c3aa24dbd68df8a435f,0|255,448,3,,27,9,0.06298828125,3,0,3,0.5850130319595337,0.3761551082134247,0.18841956555843353,val,ok,0.15000199298469388,1,1,12,5,17
41,12,1.0,0.21492701768875122,0.0,0.9999950175382653,0.2033120095729828,ground_truth,,,,0.999972939491272,0.03850446428571429,btxrd-heuristic-000181,IMG000338.jpeg,0.03850446428571429,7728,448,masks/IMG000338.png,9830b29a9f573bdcb181595867e97c590635e2af3006077aea5147f7b9bdf9c1,0|255,448,6,,54,18,0.038609095982142856,3,0,3,0.7763668894767761,0.5071185827255249,0.05645123869180679,val,ok,0.15000199298469388,1,1,21,13,34
20,8,1.0,0.11638707667589188,0.0,0.9999950175382653,0.1808786541223526,ground_truth,,,,0.9999996423721313,0.03367147640306122,btxrd-heuristic-000183,IMG000340.jpeg,0.03367147640306122,6758,448,masks/IMG000340.png,7dcaece0ddc491ad51053fa91162f632ad31b342b456edb69c90015571a3cb1c,0|255,448,4,,36,12,0.033701371173469385,3,0,3,0.7711374759674072,0.4091373383998871,0.00761041883379221,val,ok,0.15000199298469388,1,1,16,8,24
3,8,1.0,0.07738888263702393,0.0,0.9999950175382653,0.1284961700439453,ground_truth,,,,0.001955764601007104,0.02028858418367347,btxrd-heuristic-000203,IMG000372.jpeg,0.02028858418367347,4072,448,masks/IMG000372.png,ce1a20f3acc61d29536b2c2538ead0e3a1ef0575ba605bc49255ddf214fcd00c,0|255,448,4,,36,12,0.021813217474489797,1,0,1,0.4738759398460388,0.21711835265159607,0.0023085440043359995,val,ok,0.15000199298469388,1,1,13,10,23
15,6,1.0,0.09398885816335678,0.0,0.9999950175382653,0.15824148058891296,ground_truth,,,,0.9999984502792358,0.10669941804846939,btxrd-heuristic-000208,IMG000378.jpeg,0.10669941804846939,21415,448,masks/IMG000378.png,ebb59e2450eee4e64a8d4bfe99b44ab4678a61f68bcac0fedf427cab1db6ec05,0|255,448,3,,27,9,0.10754643654336735,3,0,3,0.6869210004806519,0.4096778929233551,0.0841052457690239,val,ok,0.15000199298469388,1,1,12,5,17
31,12,1.0,0.16529682278633118,0.0,0.9999950175382653,0.1818842589855194,ground_truth,,,,0.23044562339782715,0.0016591597576530613,btxrd-heuristic-000223,IMG000408.jpeg,0.0016591597576530613,333,448,masks/IMG000408.png,b6552283f25964f01dd4a764a944b35149562a1e6071d0265c322212ca73064f,0|255,448,6,,54,18,0.0016591597576530613,3,0,3,0.7518699169158936,0.4695505201816559,0.20064225792884827,val,ok,0.14993722098214285,1,1,20,10,30
18,6,1.0,0.07634146511554718,0.0,0.9999950175382653,0.14277756214141846,ground_truth,,,,0.9455491900444031,0.0233577806122449,btxrd-heuristic-000228,IMG000414.jpeg,0.0233577806122449,4688,448,masks/IMG000414.png,2153d37da15917586f2474a2365e5df7f8cb26bca08d2d83f28fbf56676450bd,0|255,448,3,,27,9,0.023831114477040817,3,0,3,0.7057288885116577,0.4645872414112091,0.10907406359910965,val,ok,0.15000199298469388,1,1,12,5,17
25,12,0.9999999403953552,0.1649373322725296,0.0,0.9999950175382653,0.1860421895980835,ground_truth,,,,0.9993176460266113,0.03213189572704082,btxrd-heuristic-000229,IMG000415.jpeg,0.03213189572704082,6449,448,masks/IMG000415.png,ec9e1ca492653408a8147163cca75ea51539968c4cdd6dc657bbb881cf09362f,0|255,448,6,,54,18,0.03229631696428571,3,0,3,0.7492520213127136,0.35227170586586,0.0006709429435431957,val,ok,0.15000199298469388,1,4,19,10,29
48,18,1.0,0.26485732197761536,0.0,0.9999950175382653,0.16211719810962677,ground_truth,,,,3.5101079447485972e-06,0.02419483418367347,btxrd-heuristic-000230,IMG000416.jpeg,0.02419483418367347,4856,448,masks/IMG000416.png,49a55aef957e048bbe7f289610c518f6d8eb9d6c5fccfa7d045146526196dbd1,0|255,448,9,,81,27,0.02429946588010204,3,0,3,0.7525628805160522,0.4382505416870117,0.06344978511333466,val,ok,0.12456652582908163,1,1,35,22,57
12,12,1.0,0.09754957258701324,0.0,0.9999950175382653,0.1510326862335205,ground_truth,,,,0.9928678274154663,0.0010861766581632653,btxrd-heuristic-000233,IMG000420.jpeg,0.0010861766581632653,218,448,masks/IMG000420.png,1c335e5b02ed883d283bf4dba89d60d4539dae3843cac20a14c178440b3d5723,0|255,448,6,,54,18,0.0010861766581632653,3,0,3,0.7525396943092346,0.26966625452041626,0.0006278964574448764,val,ok,0.15000199298469388,1,1,18,13,31
69,18,1.0,0.24886301159858704,0.0,0.9999950175382653,0.17633183300495148,ground_truth,,,,0.0007961918017826974,0.03729372608418367,btxrd-heuristic-000244,IMG000439.jpeg,0.03729372608418367,7485,448,masks/IMG000439.png,433c7ed495b5bb10d766952c360f7ad615a6540f2b43284ad13d2f8ddfc9f391,0|255,448,9,,81,27,0.03737344547193878,3,0,3,0.7597305178642273,0.5619320869445801,0.03552470728754997,val,ok,0.1407894212372449,1,1,34,16,50
47,12,1.0,0.1484181135892868,0.0,0.9999950175382653,0.20735085010528564,ground_truth,,,,0.9993059635162354,0.07475187340561225,btxrd-heuristic-000260,IMG000467.jpeg,0.07475187340561225,15003,448,masks/IMG000467.png,0caedc8a2b7a78c3f9af39055f413c9d61b4671d34ced5d134437f58c29b6073,0|255,448,6,,54,18,0.07497608418367346,3,0,3,0.7523663640022278,0.5242217779159546,0.35230037569999695,val,ok,0.15000199298469388,1,3,24,10,34
16,6,1.0,0.096007339656353,0.0,0.9999950175382653,0.1679276078939438,ground_truth,,,,0.9999402761459351,0.0689223931760204,btxrd-heuristic-000267,IMG000478.jpeg,0.0689223931760204,13833,448,masks/IMG000478.png,2c41b93e0bca0e4aa1afba52b7ddafda0a838429d5f5ae7b0978e8bdb6cfd725,0|255,448,3,,27,9,0.06915158641581633,3,0,3,0.6244567632675171,0.40056344866752625,0.1399049460887909,val,ok,0.15000199298469388,1,2,12,5,17
12,6,1.0,0.09148389101028442,0.0,0.9999950175382653,0.15518680214881897,ground_truth,,,,0.9999938011169434,0.06765684789540816,btxrd-heuristic-000269,IMG000481.jpeg,0.06765684789540816,13579,448,masks/IMG000481.png,e8fec8249592fe40af8aeeb0995e36494eb80bfb0419d87ef5ddbde70d99507a,0|255,448,3,,27,9,0.06928113042091837,3,0,3,0.6976163983345032,0.39504897594451904,0.09641236811876297,val,ok,0.15000199298469388,1,1,12,5,17
63,18,1.0,0.20509286224842072,0.0,0.9999950175382653,0.19207385182380676,ground_truth,,,,0.00021263032977003604,0.011364995216836735,btxrd-heuristic-000278,IMG000496.jpeg,0.011364995216836735,2281,448,masks/IMG000496.png,03f13c54759b9605f1832880f051294b38ac40261db68792ba5cd97afe0dc539,0|255,448,9,,81,27,0.011364995216836735,3,0,3,0.7563584446907043,0.4969461262226105,0.019889216870069504,val,ok,0.14777981505102042,1,3,29,18,47
41,12,1.0,0.12994883954524994,0.0,0.9999950175382653,0.18468205630779266,ground_truth,,,,0.1383102983236313,0.06386519451530612,btxrd-heuristic-000287,IMG000513.jpeg,0.06386519451530612,12818,448,masks/IMG000513.png,9bff97154e1bb023a37949c4064793ff1a4bd4e43ee6666c03de497def77aa64,0|255,448,6,,54,18,0.06395487882653061,3,0,3,0.6600897312164307,0.44124871492385864,0.05053873732686043,val,ok,0.14985750159438777,1,7,24,10,34
38,16,1.0,0.16222748160362244,0.0,0.9999950175382653,0.19037331640720367,ground_truth,,,,0.005986685398966074,0.030113998724489797,btxrd-heuristic-000302,IMG000542.jpeg,0.030113998724489797,6044,448,masks/IMG000542.png,c5dff63a817ff6727a73853270b62140a8e79ef05aae8a145e945f5505c63f65,0|255,448,8,,72,24,0.030358139349489797,3,0,3,0.7502266764640808,0.4032745957374573,0.006854107137769461,val,ok,0.14919981664540816,1,1,26,16,42
16,6,1.0,0.08169111609458923,0.0,0.9999950175382653,0.14654991030693054,ground_truth,,,,0.9864141345024109,0.0004035794005102041,btxrd-heuristic-000305,IMG000548.jpeg,0.0004035794005102041,81,448,masks/IMG000548.png,88e7267d05f796b4370e0e4e33d1d67a3f6b98b929ca3be91fbb0c9c8d4b6488,0|255,448,3,,27,9,0.0004185267857142857,3,0,3,0.7136260867118835,0.42587801814079285,0.13272011280059814,val,ok,0.15000199298469388,1,5,12,5,17
20,6,1.0,0.08445834368467331,0.0,0.9999950175382653,0.16631455719470978,ground_truth,,,,0.02354337088763714,0.11164202008928571,btxrd-heuristic-000305,IMG000549.jpeg,0.11164202008928571,22407,448,masks/IMG000549.png,1971489ac904c800f5e64fd21061dcaaecb7832b65481b9bbddc46d774fdf593,0|255,448,3,,27,9,0.11371970663265306,3,0,3,0.644598126411438,0.4773624837398529,0.340892493724823,val,ok,0.15000199298469388,1,5,12,5,17
