above_threshold_candidates,box_prompt_calls,cam_max,cam_mean,cam_min,cam_nonzero_ratio,cam_std,cam_target_protocol,classifier_causal_score_max,classifier_causal_score_mean,classifier_causal_score_min,classifier_confidence,final_area_ratio,group_id,image_name,mask_area_ratio,mask_foreground_pixels,mask_height,mask_path,mask_sha256,mask_unique_values,mask_width,morphology_components,reason,sam_candidate_count,sam_prompt_calls,selected_area_ratio,selected_candidates,selected_class,selected_components,selection_score_max,selection_score_mean,selection_score_min,split,status,support_area_ratio,true_tumor,true_tumor_type,unique_negative_prompt_points,unique_positive_prompt_points,unique_prompt_points
22,6,0.9999999403953552,0.15277278423309326,0.0,0.999990234375,0.18795013427734375,ground_truth,,,,0.9988754391670227,0.107958984375,btxrd-heuristic-000082,IMG000161.jpeg,0.107958984375,11055,320,masks/IMG000161.png,be830b8cae0291de0b595be7c777d233d68926b334ba0763f541f6f06b77c60e,0|255,320,3,,27,9,0.108203125,3,0,3,0.6864902377128601,0.5009495615959167,0.24701127409934998,val,ok,0.15,1,8,12,5,17
24,6,1.0,0.15131625533103943,0.0,0.999990234375,0.1735547035932541,ground_truth,,,,0.9999998807907104,0.03646484375,btxrd-heuristic-000098,IMG000200.jpeg,0.03646484375,3734,320,masks/IMG000200.png,4c400b2979fe0a006baea00ba2c7195edb8d99a0abc91688b8e377c8dac34fb3,0|255,320,3,,27,9,0.037099609375,3,0,3,0.6903074979782104,0.5298500657081604,0.37592557072639465,val,ok,0.15,1,8,12,5,17
27,6,1.0,0.1715794950723648,0.0,0.999990234375,0.20228862762451172,ground_truth,,,,0.9999997615814209,0.054091796875,btxrd-heuristic-000098,IMG000201.jpeg,0.054091796875,5539,320,masks/IMG000201.png,0602f3b935a4c181dd6df8a58ee4b70afb8e3a7c1c8c6ece0dfa44232c8259d0,0|255,320,3,,27,9,0.054150390625,3,0,3,0.7835454940795898,0.5940714478492737,0.4290676414966583,val,ok,0.15,1,8,12,5,17
23,6,1.0,0.14568112790584564,0.0,0.9999609375,0.1875147670507431,ground_truth,,,,0.9999926090240479,0.013515625,btxrd-heuristic-000099,IMG000202.jpeg,0.013515625,1384,320,masks/IMG000202.png,63823971ad566e2401df116cca652e666e4fdbfd616c90560833bd93d58fc21e,0|255,320,3,,27,9,0.01373046875,3,0,3,0.7697755694389343,0.5682823061943054,0.22176961600780487,val,ok,0.149755859375,1,8,12,5,17
12,8,1.0,0.09377545118331909,0.0,0.999990234375,0.14171336591243744,ground_truth,,,,0.9811962842941284,0.078740234375,btxrd-heuristic-000109,IMG000222.jpeg,0.078740234375,8063,320,masks/IMG000222.png,2fe159eba87a5757226c6ae8e38a5fc1dcf35f10c5d5d8e8cd576c5a54a4e97e,0|255,320,4,,36,12,0.079033203125,3,0,3,0.6440759301185608,0.3239685595035553,0.021871395409107208,val,ok,0.15,1,6,15,10,25
58,14,1.0,0.3087448477745056,0.0,0.999990234375,0.2269156575202942,ground_truth,,,,0.0006491541280411184,0.017216796875,btxrd-heuristic-000120,IMG000244.jpeg,0.017216796875,1763,320,masks/IMG000244.png,297584acded2066464e10e460ae625def6e4fa50100627811c9a662ca6c23bb5,0|255,320,7,,63,21,0.017216796875,3,0,3,0.7527098059654236,0.5942245125770569,0.22464905679225922,val,ok,0.15,1,1,22,19,41
25,6,1.0,0.09065093845129013,0.0,0.999990234375,0.15888625383377075,ground_truth,,,,0.9887111186981201,0.036640625,btxrd-heuristic-000121,IMG000245.jpeg,0.036640625,3752,320,masks/IMG000245.png,75a109920d1a1689be1ae179c958122d7e16dc8f1539dd2fa7466967f00b44fa,0|255,320,3,,27,9,0.036640625,3,0,3,0.7759048938751221,0.5936992764472961,0.15948443114757538,val,ok,0.15,1,3,12,5,17
27,6,0.9999999403953552,0.14443998038768768,0.0,0.999990234375,0.18140001595020294,ground_truth,,,,0.9747086763381958,0.061298828125,btxrd-heuristic-000128,IMG000260.jpeg,0.061298828125,6277,320,masks/IMG000260.png,5db79554adf5f82f839f8ff6ca7eea984f67fb62242769612d48cf70860b2d0d,0|255,320,3,,27,9,0.061748046875,3,0,3,0.744635820388794,0.5494678020477295,0.415115624666214,val,ok,0.15,1,1,12,5,17
26,12,1.0,0.15341340005397797,0.0,0.999990234375,0.17065879702568054,ground_truth,,,,0.9999910593032837,0.063056640625,btxrd-heuristic-000137,IMG000275.jpeg,0.063056640625,6457,320,masks/IMG000275.png,818a6444db4091ec97f3fcdae61a191925407c4ac81e31635c04230e707c3c0f,0|255,320,6,,54,18,0.065576171875,3,0,3,0.6369113922119141,0.38748517632484436,0.040407340973615646,val,ok,0.15,1,1,24,10,34
27,6,1.0,0.10164505988359451,0.0,0.999990234375,0.16609200835227966,ground_truth,,,,0.9836837649345398,0.048525390625,btxrd-heuristic-000140,IMG000279.jpeg,0.048525390625,4969,320,masks/IMG000279.png,66ff0f96dc41511599e5e6bbc61e52ab2518be1426ea16e69521cc3f67812d03,0|255,320,3,,27,9,0.049365234375,3,0,3,0.6471957564353943,0.5336044430732727,0.4054732620716095,val,ok,0.15,1,1,12,5,17
9,6,1.0,0.10616777092218399,0.0,0.999990234375,0.16038043797016144,ground_truth,,,,0.9999074935913086,0.0817578125,btxrd-heuristic-000145,IMG000285.jpeg,0.0817578125,8372,320,masks/IMG000285.png,63c5174b9ead74eb6b95869b00477823e672ca683a0496ccf3e7988c3d9046ca,0|255,320,3,,27,9,0.083291015625,2,0,2,0.5381929278373718,0.3599144518375397,0.0198962464928627,val,ok,0.15,1,1,12,5,17
45,10,1.0,0.2546422481536865,0.0,0.999990234375,0.20697185397148132,ground_truth,,,,0.0033542008604854345,0.109384765625,btxrd-heuristic-000150,IMG000292.jpeg,0.109384765625,11201,320,masks/IMG000292.png,a6b5de7e45f65f861650ad867a71a26dd564e842a0e34d8d48e7f9f8dec65cdc,0|255,320,5,,45,15,0.109521484375,3,0,3,0.7889348268508911,0.6591268181800842,0.4597214162349701,val,ok,0.149912109375,1,1,17,13,30
9,10,0.9999999403953552,0.11646918952465057,0.0,0.999990234375,0.1581748127937317,ground_truth,,,,0.8342620730400085,0.106025390625,btxrd-heuristic-000156,IMG000300.jpeg,0.106025390625,10857,320,masks/IMG000300.png,d3b2c93951f68e2fd0ccabaf8d23e3725a3eb84dd09fc9844188c0cb3e61f3f0,0|255,320,5,,45,15,0.10615234375,3,0,3,0.5600600838661194,0.32907378673553467,0.1431610882282257,val,ok,0.15,1,2,18,10,28
42,12,1.0,0.1539427936077118,0.0,0.999990234375,0.18644820153713226,ground_truth,,,,0.973990261554718,0.067412109375,btxrd-heuristic-000160,IMG000306.jpeg,0.067412109375,6903,320,masks/IMG000306.png,bf8d47e388fe3fcda1335b62ca1ad5b1ab5ebe6b99f89d3b8492e19a82cbb77d,0|255,320,6,,54,18,0.067490234375,3,0,3,0.7417855858802795,0.4683409035205841,0.17352771759033203,val,ok,0.15,1,1,23,10,33
27,6,0.9999999403953552,0.25735145807266235,0.0,0.9999609375,0.2366335093975067,ground_truth,,,,0.0010076228063553572,0.099228515625,btxrd-heuristic-000167,IMG000320.jpeg,0.099228515625,10161,320,masks/IMG000320.png,914f6c29c0525f29e6993f004102548e0ffc74cad497ce46e64e3ecdfcbeeb9e,0|255,320,3,,27,9,0.099267578125,3,0,3,0.7997230887413025,0.6943293213844299,0.6058485507965088,val,ok,0.15,1,1,12,5,17
18,8,1.0,0.14889481663703918,0.0,0.999990234375,0.17902566492557526,ground_truth,,,,0.999884843826294,0.151103515625,btxrd-heuristic-000172,IMG000327.jpeg,0.151103515625,15473,320,masks/IMG000327.png,370b6aeb876e0603042d06ce2dc4ea1aa07d7919692330d8ff5fd09d0cfe0c72,0|255,320,4,,36,12,0.151171875,3,0,3,0.6015097498893738,0.4138471484184265,0.1616087257862091,val,ok,0.15,1,1,16,10,26
9,6,1.0,0.09886540472507477,0.0,0.999990234375,0.15224409103393555,ground_truth,,,,0.9999842643737793,0.00412109375,btxrd-heuristic-000173,IMG000328.jpeg,0.00412109375,422,320,masks/IMG000328.png,aa69da71c159e04a93d17de3a661a71b8538f901d2c8886d30ed40c8e79c0ac3,0|255,320,3,,27,9,0.00412109375,3,0,3,0.7590217590332031,0.4523598253726959,0.22674480080604553,val,ok,0.15,1,1,12,5,17
23,8,0.9999999403953552,0.18954263627529144,0.0,0.999990234375,0.17193925380706787,ground_truth,,,,7.134930638130754e-05,0.13814453125,btxrd-heuristic-000180,IMG000337.jpeg,0.13814453125,14146,320,masks/IMG000337.png,460f3fff071c9115f9561a49036a87cd5f519cbbd55b7b8203ee47ebf646038c,0|255,320,4,,36,12,0.13970703125,3,0,3,0.7728269696235657,0.4307059943675995,0.0017589039634913206,val,ok,0.15,1,1,14,10,24
79,18,1.0,0.3608766198158264,0.0,0.999990234375,0.2527599334716797,ground_truth,,,,0.0013489003758877516,0.128818359375,btxrd-heuristic-000181,IMG000338.jpeg,0.128818359375,13191,320,masks/IMG000338.png,31e231fdbb93cbb43ff97c8b7f98269ea8181ed05dc5ad87ce9c6151f99e2d8d,0|255,320,9,,81,27,0.129033203125,3,0,3,0.820925772190094,0.6579466462135315,0.24087217450141907,val,ok,0.1491796875,1,1,22,23,45
19,6,1.0,0.08553692698478699,0.0,0.999990234375,0.16082176566123962,ground_truth,,,,0.46885085105895996,0.076826171875,btxrd-heuristic-000183,IMG000340.jpeg,0.076826171875,7867,320,masks/IMG000340.png,5636e3e7f34589374989a4465d406372bc1b85394766f63bd7c813f05437d762,0|255,320,3,,27,9,0.07685546875,3,0,3,0.7314311861991882,0.4745308458805084,0.16528476774692535,val,ok,0.15,1,1,12,5,17
45,14,1.0,0.24352222681045532,0.0,0.999990234375,0.19725297391414642,ground_truth,,,,0.005661021918058395,0.09111328125,btxrd-heuristic-000203,IMG000372.jpeg,0.09111328125,9330,320,masks/IMG000372.png,e8ea202d8fc96346a872acbeb25fd80a5db7ae4aea0ec7541a1215c0ebf602e9,0|255,320,7,,60,20,0.091328125,3,0,3,0.7919477224349976,0.48406922817230225,0.015209512785077095,val,ok,0.149599609375,1,1,20,16,36
16,6,1.0,0.10817155241966248,0.0,0.999990234375,0.16069243848323822,ground_truth,,,,0.9977733492851257,0.136396484375,btxrd-heuristic-000208,IMG000378.jpeg,0.136396484375,13967,320,masks/IMG000378.png,b27f64e434e8744d15fad0e129fd89ba7d0ab5087331ae747534a72d83bce3d2,0|255,320,3,,27,9,0.13685546875,3,0,3,0.6522659063339233,0.425187349319458,0.01932765357196331,val,ok,0.15,1,1,12,5,17
48,12,1.0,0.19079750776290894,0.0,0.999990234375,0.22226770222187042,ground_truth,,,,0.7091168165206909,0.034150390625,btxrd-heuristic-000223,IMG000408.jpeg,0.034150390625,3497,320,masks/IMG000408.png,801125dff4976c9989f9119594777465a74805196a85352efd3ddcb60ebeac6a,0|255,320,6,,54,18,0.035703125,3,0,3,0.700788140296936,0.5110505223274231,0.2458794116973877,val,ok,0.15,1,1,22,10,32
41,10,1.0,0.22275173664093018,0.0,0.999990234375,0.23099367320537567,ground_truth,,,,0.00010441496124258265,0.114501953125,btxrd-heuristic-000228,IMG000414.jpeg,0.114501953125,11725,320,masks/IMG000414.png,6a7bf8b93843f00496ad2a399bf97a707937e29f0bb6728843ba28370a687643,0|255,320,5,,45,15,0.11451171875,3,0,3,0.7821989059448242,0.6235176920890808,0.09790978580713272,val,ok,0.15,1,1,17,8,25
40,12,0.9999999403953552,0.16436311602592468,0.0,0.999990234375,0.194356769323349,ground_truth,,,,0.9999951124191284,0.038701171875,btxrd-heuristic-000229,IMG000415.jpeg,0.038701171875,3963,320,masks/IMG000415.png,2ed1580bc122aeec97ae37dec053af1f55f3ff6ec05163cd94b0149389024942,0|255,320,6,,54,18,0.0387890625,3,0,3,0.729714035987854,0.5197029709815979,0.05466434732079506,val,ok,0.15,1,4,23,10,33
42,16,1.0,0.25947949290275574,0.0,0.9999609375,0.1752946376800537,ground_truth,,,,0.0001464639644837007,0.057060546875,btxrd-heuristic-000230,IMG000416.jpeg,0.057060546875,5843,320,masks/IMG000416.png,1e444545700b13e8688bd1d4fece98731f52d86f9e5c783c2f5bc0f9faeb4922,0|255,320,8,,72,24,0.057060546875,3,0,3,0.7118877172470093,0.40913522243499756,0.043235696852207184,val,ok,0.14314453125,1,1,32,15,47
9,10,1.0,0.11759989708662033,0.0,0.999990234375,0.14703147113323212,ground_truth,,,,0.000572879274841398,0.0012109375,btxrd-heuristic-000233,IMG000420.jpeg,0.0012109375,124,320,masks/IMG000420.png,21174d277f6e20bd8f3601831342d057451e80b509ddcb78a438cd79d5035af1,0|255,320,5,,45,15,0.0012109375,3,0,3,0.6956859827041626,0.27503490447998047,0.0022487470414489508,val,ok,0.15,1,1,19,10,29
75,18,0.9999999403953552,0.33677756786346436,0.0,0.999990234375,0.22258514165878296,ground_truth,,,,5.317503382684663e-05,0.04958984375,btxrd-heuristic-000244,IMG000439.jpeg,0.04958984375,5078,320,masks/IMG000439.png,5531ac701263c5d1e75b2b4a370c61ceabdd8cb1be93038b7ea594169eeddfdf,0|255,320,9,,81,27,0.04984375,3,0,3,0.7638810276985168,0.6301988363265991,0.19231358170509338,val,ok,0.15,1,1,27,24,51
13,12,1.0,0.17039558291435242,0.0,0.9999609375,0.14608128368854523,ground_truth,,,,0.04354490712285042,0.0529296875,btxrd-heuristic-000260,IMG000467.jpeg,0.0529296875,5420,320,masks/IMG000467.png,2f30ec2f05d230a3ad7431b38b22a58d5ad1b0caf67700483033cc7587818cc8,0|255,320,6,,54,18,0.0529296875,3,0,3,0.549577534198761,0.24868597090244293,0.0012880188878625631,val,ok,0.15,1,3,23,11,34
23,6,1.0,0.09541425853967667,0.0,0.999990234375,0.17100012302398682,ground_truth,,,,0.999402642250061,0.061943359375,btxrd-heuristic-000267,IMG000478.jpeg,0.061943359375,6343,320,masks/IMG000478.png,607cfa5dec6b5583db8b42abd97a01c5d574b1edbd6be13ad32d47ef9319ff65,0|255,320,3,,27,9,0.06572265625,3,0,3,0.6610713601112366,0.47912725806236267,0.2796202003955841,val,ok,0.15,1,2,12,5,17
3,6,1.0,0.10292837023735046,0.0,0.999990234375,0.14123600721359253,ground_truth,,,,0.9990129470825195,0.110048828125,btxrd-heuristic-000269,IMG000481.jpeg,0.110048828125,11269,320,masks/IMG000481.png,4bbaf703990fc51100d5ebd5e36c7bf2123a85b1a973b5b1a1f4e01eacff6f79,0|255,320,3,,27,9,0.1105078125,2,0,2,0.42857274413108826,0.31282705068588257,0.05320809409022331,val,ok,0.15,1,1,12,5,17
51,18,0.9999999403953552,0.24078816175460815,0.0,0.999990234375,0.1642257273197174,ground_truth,,,,0.20908722281455994,0.050087890625,btxrd-heuristic-000278,IMG000496.jpeg,0.050087890625,5129,320,masks/IMG000496.png,10c1d257bac264a6d16e37b0280e42a955a2ae75c7492d7655f7f35aaa7bd24b,0|255,320,9,,81,27,0.050185546875,3,0,3,0.6874468922615051,0.4472385346889496,0.07368328422307968,val,ok,0.14990234375,1,3,34,15,49
35,12,1.0,0.16361869871616364,0.0,0.999990234375,0.16785357892513275,ground_truth,,,,0.9984388947486877,0.079794921875,btxrd-heuristic-000287,IMG000513.jpeg,0.079794921875,8171,320,masks/IMG000513.png,96d9bf140ad28b2ade8484d23d686ff46168dd9e7d76d8c5620b6e9cb74fac6e,0|255,320,6,,54,18,0.0798046875,3,0,3,0.6495346426963806,0.43432480096817017,0.27248021960258484,val,ok,0.15,1,7,24,10,34
13,6,1.0,0.09984943270683289,0.0,0.999990234375,0.1556638479232788,ground_truth,,,,0.9367724657058716,0.093466796875,btxrd-heuristic-000302,IMG000542.jpeg,0.093466796875,9571,320,masks/IMG000542.png,7720da8c14d8b7d396bdf0796b65da517cfcbdb48f91cdab02a11ba2c2e50758,0|255,320,3,,27,9,0.094599609375,3,0,3,0.6118075847625732,0.4130103290081024,0.2932049632072449,val,ok,0.15,1,1,12,5,17
22,6,1.0,0.10321235656738281,0.0,0.999990234375,0.1687157303094864,ground_truth,,,,0.999984860420227,0.0,btxrd-heuristic-000305,IMG000548.jpeg,0.0,0,320,masks/IMG000548.png,14bf4fc16d7e9f17cb073a83ba89ab04bd4c22a2b6f80f25bf73a67ce7a0a340,0,320,3,no_candidate_survived_or_postprocess_empty,27,9,0.00037109375,3,0,3,0.7132675051689148,0.5135279297828674,0.28098058700561523,val,empty_after_localization,0.15,1,5,12,5,17
20,6,1.0,0.08217397332191467,0.0,0.999990234375,0.1507207602262497,ground_truth,,,,0.9998832941055298,0.06439453125,btxrd-heuristic-000305,IMG000549.jpeg,0.06439453125,6594,320,masks/IMG000549.png,5e7fcee14ff0aa097a618f663edc84b63db113d401b5ee11a6017d5d38657f9f,0|255,320,3,,27,9,0.066748046875,3,0,3,0.6742254495620728,0.4846252501010895,0.3183131515979767,val,ok,0.15,1,5,12,5,17
36,8,1.0,0.12753376364707947,0.0,0.999990234375,0.20334802567958832,ground_truth,,,,0.9994215965270996,0.06966796875,btxrd-heuristic-000308,IMG000555.jpeg,0.06966796875,7134,320,masks/IMG000555.png,2fcee44d188d08396973c9ddb364c2821a34bb49a3307b685163605cb44d5adf,0|255,320,4,,36,12,0.0698046875,3,0,3,0.8160609006881714,0.6729849576950073,0.5877735018730164,val,ok,0.15,1,4,16,6,22
23,6,1.0,0.11566103994846344,0.0,0.999990234375,0.18202781677246094,ground_truth,,,,0.9998704195022583,0.0899609375,btxrd-heuristic-000308,IMG000556.jpeg,0.0899609375,9212,320,masks/IMG000556.png,a7f1b0a7217de32a4f3798c7dd7cda5ed5d798ce9bcb13106d70a38d465a8901,0|255,320,3,,27,9,0.09146484375,3,0,3,0.742997407913208,0.5131601095199585,0.16809464991092682,val,ok,0.149521484375,1,4,12,5,17
26,8,1.0,0.12054005265235901,0.0,0.999990234375,0.1857898086309433,ground_truth,,,,0.9545186758041382,0.063046875,btxrd-heuristic-000311,IMG000562.jpeg,0.063046875,6456,320,masks/IMG000562.png,7671f176719fd7c09100d4712878397996094b7e56cf4a0b4ede1eae88babd4e,0|255,320,4,,36,12,0.063046875,3,0,3,0.6609349846839905,0.43206870555877686,0.0008521877462044358,val,ok,0.14994140625,1,7,13,8,21
