above_threshold_candidates,box_prompt_calls,cam_max,cam_mean,cam_min,cam_nonzero_ratio,cam_std,cam_target_protocol,classifier_confidence,final_area_ratio,group_id,image_name,mask_area_ratio,mask_foreground_pixels,mask_height,mask_path,mask_sha256,mask_unique_values,mask_width,morphology_components,reason,sam_candidate_count,sam_prompt_calls,selected_area_ratio,selected_candidates,selected_class,selected_components,selection_score_max,selection_score_mean,selection_score_min,split,status,support_area_ratio,true_tumor,true_tumor_type,unique_negative_prompt_points,unique_positive_prompt_points,unique_prompt_points
33,8,1.0,0.14838942885398865,0.0,0.999990234375,0.19743750989437103,ground_truth,1.0,0.055419921875,btxrd-heuristic-000029,IMG000056.jpeg,0.055419921875,5675,320,masks/IMG000056.png,a6001bec9d4f66b01c0ae83cecf7bd6eddf6974b9b09d23f0efc50661d92cbd1,0|255,320,4,,36,12,0.055419921875,1,0,1,0.7660556435585022,0.5777709484100342,0.10797861963510513,val,ok,0.15,1,8,14,6,20
39,18,1.0,0.19331495463848114,0.0,0.9999609375,0.20389850437641144,ground_truth,0.9966188669204712,0.0021875,btxrd-heuristic-000037,IMG000071.jpeg,0.0021875,224,320,masks/IMG000071.png,757827c34d4190a340058e98abcad5ba9034adeb54a3263d03d1892f4720b381,0|255,320,9,,81,27,0.0021875,1,0,1,0.7516613602638245,0.3958851993083954,0.057006653398275375,val,ok,0.15,1,8,25,14,39
24,6,1.0,0.12279075384140015,0.0,0.999990234375,0.17189493775367737,ground_truth,1.0,0.00232421875,btxrd-heuristic-000039,IMG000076.jpeg,0.00232421875,238,320,masks/IMG000076.png,b577d948fbc11c2d17ad47f64fe9e6421ca1ea943c4f66b5d873d94242a6d0da,0|255,320,3,,27,9,0.00232421875,1,0,1,0.7540510296821594,0.5603532195091248,0.33643078804016113,val,ok,0.15,1,8,12,5,17
16,6,1.0,0.11634956300258636,0.0,0.999990234375,0.18377339839935303,ground_truth,1.0,0.03955078125,btxrd-heuristic-000063,IMG000125.jpeg,0.03955078125,4050,320,masks/IMG000125.png,d2541b316faf9182db1a7b86c34b635463c6ca45dc647b58b1f3d9a9f0068b23,0|255,320,3,,27,9,0.041044921875,1,0,1,0.6887181401252747,0.45693889260292053,0.1752602756023407,val,ok,0.15001953125,1,8,12,5,17
10,6,1.0,0.1384734809398651,0.0,0.999990234375,0.16641025245189667,ground_truth,1.0,0.0679296875,btxrd-heuristic-000063,IMG000126.jpeg,0.0679296875,6956,320,masks/IMG000126.png,153b8205afa7cbd545abea84ae44ca4f48c3a655ad5f118cbfecd8bdf61544f7,0|255,320,3,,27,9,0.06794921875,1,0,1,0.560198962688446,0.34588301181793213,0.02523353323340416,val,ok,0.15,1,8,12,5,17
19,16,1.0,0.2136058807373047,0.0,0.999990234375,0.17822295427322388,ground_truth,1.0,0.00091796875,btxrd-heuristic-000069,IMG000137.jpeg,0.00091796875,94,320,masks/IMG000137.png,338f5039ba2129a4fdfd0844d88df6cd16e11f5122b11b79face85e881674053,0|255,320,8,,69,23,0.00091796875,1,0,1,0.7510032057762146,0.35559889674186707,0.04238348454236984,val,ok,0.149736328125,1,8,18,12,30
14,6,1.0,0.14174646139144897,0.0,0.999990234375,0.15878772735595703,ground_truth,1.0,0.043701171875,btxrd-heuristic-000069,IMG000138.jpeg,0.043701171875,4475,320,masks/IMG000138.png,57c7815e72bf02e2ec31281fc4d66ec24e965e5fd3bf9cb38756eccc04774daf,0|255,320,3,,27,9,0.04373046875,1,0,1,0.574669361114502,0.4081243574619293,0.10406635701656342,val,ok,0.15,1,8,12,5,17
42,12,1.0,0.23837661743164062,0.0,0.999990234375,0.2123887836933136,ground_truth,0.999988317489624,0.012685546875,btxrd-heuristic-000073,IMG000144.jpeg,0.012685546875,1299,320,masks/IMG000144.png,e543ee7376e73e425971c6d1f347f4dd5b65015b4dc10cdd899c73b2879cc82a,0|255,320,6,,54,18,0.012685546875,1,0,1,0.7466074824333191,0.5179202556610107,0.11229812353849411,val,ok,0.15,1,8,24,10,34
20,16,1.0,0.1913442611694336,0.0,0.999990234375,0.1465054452419281,ground_truth,0.9999967813491821,0.044140625,btxrd-heuristic-000078,IMG000152.jpeg,0.044140625,4520,320,masks/IMG000152.png,e56574aae0109a9936be319e19e714a70cc6a56e98801d3eeea97487ded2820a,0|255,320,8,,72,24,0.044140625,1,0,1,0.5690502524375916,0.21011260151863098,0.0010600726818665862,val,ok,0.148515625,1,8,29,13,42
27,8,1.0,0.21218784153461456,0.0,0.999990234375,0.1920051872730255,ground_truth,0.9999996423721313,0.00107421875,btxrd-heuristic-000082,IMG000160.jpeg,0.00107421875,110,320,masks/IMG000160.png,f50ad26ee228f323cdbc385ff718e848f0ef66801d1aae1adb8e676fd03897fb,0|255,320,4,,36,12,0.00107421875,1,0,1,0.7511287331581116,0.5393288135528564,0.27076050639152527,val,ok,0.15,1,8,16,10,26
54,12,1.0,0.2487083375453949,0.0,0.9999609375,0.2042285054922104,ground_truth,0.9999809265136719,0.03064453125,btxrd-heuristic-000082,IMG000161.jpeg,0.03064453125,3138,320,masks/IMG000161.png,b22fa5fd40eccaa0c6a59a5fa3093e5b67552ac05706cc0264bf5e05214a674c,0|255,320,6,,54,18,0.03064453125,1,0,1,0.7539567947387695,0.6296531558036804,0.41075047850608826,val,ok,0.15,1,8,24,10,34
17,6,1.0,0.1352350413799286,0.0,0.999990234375,0.15425291657447815,ground_truth,0.9999994039535522,0.01572265625,btxrd-heuristic-000098,IMG000200.jpeg,0.01572265625,1610,320,masks/IMG000200.png,1551399e6ff5bd60293ceff7bfc65c86480be859501811c43d78b0f456931139,0|255,320,3,,27,9,0.01607421875,1,0,1,0.5003548264503479,0.409919410943985,0.09867285192012787,val,ok,0.15,1,8,12,5,17
21,6,1.0,0.13408195972442627,0.0,0.999990234375,0.16332004964351654,ground_truth,0.9999960660934448,0.0201171875,btxrd-heuristic-000098,IMG000201.jpeg,0.0201171875,2060,320,masks/IMG000201.png,1cf633a48dd9c9f3ecb1d4c7206202869ccbf99c8d4c509f7a63a07005c3b64f,0|255,320,3,,27,9,0.02013671875,1,0,1,0.6758091449737549,0.4771890342235565,0.16377507150173187,val,ok,0.15,1,8,12,5,17
25,10,1.0,0.19296085834503174,0.0,0.999990234375,0.180034339427948,ground_truth,1.0,0.03576171875,btxrd-heuristic-000099,IMG000202.jpeg,0.03576171875,3662,320,masks/IMG000202.png,5177010a1022149aa2cf8d7c4aaeed9edb5386cf2205d8f5121cb1760b3acb68,0|255,320,5,,45,15,0.035810546875,1,0,1,0.7804456353187561,0.37306466698646545,0.00021505451877601445,val,ok,0.15,1,8,17,8,25
31,16,1.0,0.18844230473041534,0.0,0.999990234375,0.181505024433136,ground_truth,8.936186350183561e-05,0.0058984375,btxrd-heuristic-000109,IMG000222.jpeg,0.0058984375,604,320,masks/IMG000222.png,d66d05bf50b08ef573f8fb91652039a5716039bf66c8c94101d0d009761974fc,0|255,320,8,,72,24,0.0058984375,1,0,1,0.7444726228713989,0.4033702611923218,0.005473867990076542,val,ok,0.15,1,6,30,18,48
17,8,1.0,0.08345099538564682,0.0,0.999990234375,0.15446145832538605,ground_truth,0.00016732391668483615,0.001494140625,btxrd-heuristic-000120,IMG000244.jpeg,0.001494140625,153,320,masks/IMG000244.png,2979d4aa7060afe3dfd1ce99e85e988292297ec231608388447ffed1d6753212,0|255,320,4,,36,12,0.0016796875,1,0,1,0.7358432412147522,0.4106072783470154,0.019143911078572273,val,ok,0.15,1,1,13,8,21
19,6,1.0,0.07490026205778122,0.0,0.999990234375,0.13988755643367767,ground_truth,0.9995653033256531,0.01705078125,btxrd-heuristic-000121,IMG000245.jpeg,0.01705078125,1746,320,masks/IMG000245.png,c4a5a1e8d93cc617ac0ff6b6b13b94f0734dcfcb28129ff2c5f0b680c828c423,0|255,320,3,,27,9,0.01705078125,1,0,1,0.7596802115440369,0.4763542115688324,0.07333054393529892,val,ok,0.15,1,3,12,5,17
8,12,1.0,0.1869114339351654,0.0,0.999990234375,0.1776053011417389,ground_truth,0.9986340403556824,0.018037109375,btxrd-heuristic-000128,IMG000260.jpeg,0.018037109375,1847,320,masks/IMG000260.png,880a9dedfaeb9defefa9e76d76c6f14bf78a98f6e939f3abb9b6be9e34919ec6,0|255,320,6,,54,18,0.01818359375,1,0,1,0.6797612309455872,0.2698967158794403,0.0010017314925789833,val,ok,0.149560546875,1,1,18,9,27
1,10,1.0,0.13231594860553741,0.0,0.999990234375,0.15430040657520294,ground_truth,0.9999994039535522,0.035576171875,btxrd-heuristic-000137,IMG000275.jpeg,0.035576171875,3643,320,masks/IMG000275.png,008412473edabbb96f1791aa430222e230a7f6267f24b16fdcb01e526d4f7f49,0|255,320,5,,45,15,0.035615234375,1,0,1,0.4019099771976471,0.2143324315547943,0.0008308914839290082,val,ok,0.15,1,1,18,10,28
21,6,1.0,0.11286279559135437,0.0,0.999990234375,0.17437340319156647,ground_truth,0.09779532253742218,0.028447265625,btxrd-heuristic-000140,IMG000279.jpeg,0.028447265625,2913,320,masks/IMG000279.png,42973200aba296fbcf8cfbe459aca95506bbffd8cbc864923a6f7645f23cb941,0|255,320,3,,27,9,0.028505859375,1,0,1,0.6663624048233032,0.4789518415927887,0.18251967430114746,val,ok,0.15,1,1,12,5,17
1,10,1.0,0.12420699000358582,0.0,0.999990234375,0.147993266582489,ground_truth,0.999988317489624,0.02080078125,btxrd-heuristic-000145,IMG000285.jpeg,0.02080078125,2130,320,masks/IMG000285.png,f442304887205426c187cda78f12eb67e4035f2e3a65c3e586f5bb7a3410c3ab,0|255,320,5,,45,15,0.0209765625,1,0,1,0.5029125809669495,0.2028178721666336,0.0023026757407933474,val,ok,0.15,1,1,18,8,26
11,6,1.0,0.09835527092218399,0.0,0.999990234375,0.13668884336948395,ground_truth,0.0354466587305069,0.000986328125,btxrd-heuristic-000150,IMG000292.jpeg,0.000986328125,101,320,masks/IMG000292.png,c677c73b436b8f022a855a33bb15a66ec529fce0d51a1d122a521edff302a6c5,0|255,320,3,,27,9,0.000986328125,1,0,1,0.7523558735847473,0.4383735954761505,0.17011332511901855,val,ok,0.149228515625,1,1,12,5,17
12,6,1.0,0.13634860515594482,0.0,0.999990234375,0.172821506857872,ground_truth,0.39737874269485474,0.032841796875,btxrd-heuristic-000156,IMG000300.jpeg,0.032841796875,3363,320,masks/IMG000300.png,9be413f3c5124e954cea891785586d2ea093c11bbcede27fa553ca88e21dff92,0|255,320,3,,27,9,0.032900390625,1,0,1,0.5736295580863953,0.40493500232696533,0.2116580307483673,val,ok,0.15,1,2,12,5,17
30,16,1.0,0.2495502531528473,0.0,0.999990234375,0.17383155226707458,ground_truth,0.9997041821479797,0.012744140625,btxrd-heuristic-000160,IMG000306.jpeg,0.012744140625,1305,320,masks/IMG000306.png,a0d8b96c39334db7ead27ed0c6da2a1b42c5f4f79c613159ac89d73ba4229c7e,0|255,320,8,,72,24,0.012744140625,1,0,1,0.6830425262451172,0.38914769887924194,0.019726132974028587,val,ok,0.15,1,1,31,14,45
12,6,1.0,0.08875768631696701,0.0,0.999990234375,0.1577540785074234,ground_truth,0.14725865423679352,0.053193359375,btxrd-heuristic-000167,IMG000320.jpeg,0.053193359375,5447,320,masks/IMG000320.png,bcd16e0fb27c3b27964934a998a79dc7de862fe459eecdfa84e297902055ef71,0|255,320,3,,27,9,0.053759765625,1,0,1,0.7010736465454102,0.405078649520874,0.20216113328933716,val,ok,0.15,1,1,12,5,17
7,6,1.0,0.11492858827114105,0.0,0.999990234375,0.1637461930513382,ground_truth,0.9999995231628418,0.076328125,btxrd-heuristic-000172,IMG000327.jpeg,0.076328125,7816,320,masks/IMG000327.png,6ffb02787f09f5947b36d3c985d0de8e41c8f7510ccc532e7dc4a99b191b8d82,0|255,320,3,,27,9,0.07697265625,1,0,1,0.4705202579498291,0.33522161841392517,0.06431939452886581,val,ok,0.15,1,1,12,5,17
13,6,1.0,0.09306727349758148,0.0,0.999990234375,0.1503419727087021,ground_truth,0.9999456405639648,0.004130859375,btxrd-heuristic-000173,IMG000328.jpeg,0.004130859375,423,320,masks/IMG000328.png,4fe0486492cf955790e4296d7f95f899be1245f5ed7e2ce5b60c174b389092b6,0|255,320,3,,27,9,0.004130859375,1,0,1,0.7593401670455933,0.4393165409564972,0.10740863531827927,val,ok,0.15,1,1,12,5,17
26,18,1.0,0.2176308035850525,0.0,0.999990234375,0.18417154252529144,ground_truth,1.6949411474342924e-06,0.003955078125,btxrd-heuristic-000180,IMG000337.jpeg,0.003955078125,405,320,masks/IMG000337.png,6118388efe01bef4406aa0a26214a1bb11288efbac0ccd96eea4650d4d7a9db7,0|255,320,9,,81,27,0.003955078125,1,0,1,0.7537415027618408,0.33513152599334717,0.025042934343218803,val,ok,0.13990234375,1,1,28,21,49
12,16,1.0,0.1222788393497467,0.0,0.999990234375,0.13414834439754486,ground_truth,0.5264369249343872,0.000673828125,btxrd-heuristic-000181,IMG000338.jpeg,0.000673828125,69,320,masks/IMG000338.png,42c1adb61e1a729c861da9d86e1bc273a8a234297dbdae4a276f0f65643a7d11,0|255,320,8,,72,24,0.000673828125,1,0,1,0.7512832283973694,0.24878236651420593,0.0002354864263907075,val,ok,0.14962890625,1,1,25,13,38
37,18,1.0,0.16118089854717255,0.0,0.999990234375,0.16977998614311218,ground_truth,0.001250570872798562,0.0,btxrd-heuristic-000183,IMG000340.jpeg,0.0,0,320,masks/IMG000340.png,14bf4fc16d7e9f17cb073a83ba89ab04bd4c22a2b6f80f25bf73a67ce7a0a340,0,320,9,no_candidate_survived_or_postprocess_empty,81,27,0.00017578125,1,0,1,0.7315168976783752,0.35310301184654236,0.0,val,empty_after_localization,0.15,1,1,28,14,42
11,10,1.0,0.14119867980480194,0.0,0.999990234375,0.1623489111661911,ground_truth,0.5543739199638367,0.000888671875,btxrd-heuristic-000203,IMG000372.jpeg,0.000888671875,91,320,masks/IMG000372.png,53aa28d11e9436203ac11b39ec3e58d22ab23e5bb43d18135fd2e859d0c5d4c0,0|255,320,5,,45,15,0.000888671875,1,0,1,0.7515040040016174,0.29779621958732605,0.0028557227924466133,val,ok,0.14998046875,1,1,19,9,28
10,6,1.0,0.09027647972106934,0.0,0.999990234375,0.15827620029449463,ground_truth,0.9942330718040466,0.032626953125,btxrd-heuristic-000208,IMG000378.jpeg,0.032626953125,3341,320,masks/IMG000378.png,d286760e265c20e0a24a627b2780863cdb9f4ae60e47ba7d796ed61373c36a52,0|255,320,3,,27,9,0.032626953125,1,0,1,0.5114158391952515,0.3714904487133026,0.06709472835063934,val,ok,0.15,1,1,12,5,17
42,16,1.0,0.2599966526031494,0.0,0.999990234375,0.16301214694976807,ground_truth,0.001188070047646761,0.0,btxrd-heuristic-000223,IMG000408.jpeg,0.0,0,320,masks/IMG000408.png,14bf4fc16d7e9f17cb073a83ba89ab04bd4c22a2b6f80f25bf73a67ce7a0a340,0,320,8,no_candidate_survived_or_postprocess_empty,72,24,0.000380859375,1,0,1,0.7502759695053101,0.4487055242061615,0.05211889371275902,val,empty_after_localization,0.14109375,1,1,24,16,40
34,14,1.0,0.19387955963611603,0.0,0.999990234375,0.20201797783374786,ground_truth,0.02752244472503662,0.03453125,btxrd-heuristic-000228,IMG000414.jpeg,0.03453125,3536,320,masks/IMG000414.png,76777eb7bec5d8f19a3e454ed7a02e9ca978e42441a37e0f9c171ab30e475c85,0|255,320,7,,63,21,0.034931640625,1,0,1,0.7775381803512573,0.419594943523407,0.05382023751735687,val,ok,0.1469921875,1,1,23,14,37
24,6,1.0,0.09066115319728851,0.0,0.999990234375,0.15813703835010529,ground_truth,0.9527164101600647,0.030732421875,btxrd-heuristic-000229,IMG000415.jpeg,0.030732421875,3147,320,masks/IMG000415.png,ea0629e7b95bbf8c34da9fabc9970c2e2e077f4bedae78709772190b2d6aac81,0|255,320,3,,27,9,0.03076171875,1,0,1,0.6563481092453003,0.5055548548698425,0.018207289278507233,val,ok,0.15,1,4,12,5,17
49,16,1.0,0.2550817131996155,0.0,0.999990234375,0.1662369817495346,ground_truth,8.803247055766406e-07,0.00310546875,btxrd-heuristic-000230,IMG000416.jpeg,0.00310546875,318,320,masks/IMG000416.png,bf2976ccaf0f05ffc32789323403970ea92989ac976b5c1293884f26cd50bd48,0|255,320,8,,72,24,0.00310546875,1,0,1,0.7526784539222717,0.49257224798202515,0.004537666216492653,val,ok,0.14970703125,1,1,32,15,47
14,6,1.0,0.09597360342741013,0.0,0.999990234375,0.1589604914188385,ground_truth,0.007740591187030077,0.001103515625,btxrd-heuristic-000233,IMG000420.jpeg,0.001103515625,113,320,masks/IMG000420.png,6d3329f8eaa4b2ea35ec208264cd052bba2957c1ce9d904e3aefec3299efa4b0,0|255,320,3,,27,9,0.001103515625,1,0,1,0.7526132464408875,0.43883976340293884,0.10192150622606277,val,ok,0.15,1,1,12,5,17
32,16,1.0,0.17886939644813538,0.0,0.999990234375,0.18894290924072266,ground_truth,6.34096868452616e-05,0.004892578125,btxrd-heuristic-000244,IMG000439.jpeg,0.004892578125,501,320,masks/IMG000439.png,b459d3a81854ad7f4d4eb34dc01a66dca615bf15c907f67864fd5d2dd2435dc9,0|255,320,8,,72,24,0.004892578125,1,0,1,0.7550302147865295,0.4117176830768585,0.06318390369415283,val,ok,0.15,1,1,31,14,45
49,14,1.0,0.18785138428211212,0.0,0.999990234375,0.23175129294395447,ground_truth,0.9941850304603577,0.0200390625,btxrd-heuristic-000260,IMG000467.jpeg,0.0200390625,2052,320,masks/IMG000467.png,96a39c9871d0069e24564187c64a3879dc3796cc08e95caa32972c59203e8733,0|255,320,7,,63,21,0.02091796875,1,0,1,0.7671459913253784,0.5388807654380798,0.21393832564353943,val,ok,0.15,1,3,23,15,38
7,6,1.0,0.07982965558767319,0.0,0.999990234375,0.1420140117406845,ground_truth,0.9700637459754944,0.000947265625,btxrd-heuristic-000267,IMG000478.jpeg,0.000947265625,97,320,masks/IMG000478.png,5e1783e8982b3594cfc6d28e70cbcf0757506ae8b7d4464364a3ce3bd76dce87,0|255,320,3,,27,9,0.000947265625,1,0,1,0.7527664303779602,0.3809656500816345,0.18515430390834808,val,ok,0.15,1,2,12,5,17
24,10,1.0,0.13727658987045288,0.0,0.999990234375,0.19283288717269897,ground_truth,0.6890612244606018,0.00634765625,btxrd-heuristic-000269,IMG000481.jpeg,0.00634765625,650,320,masks/IMG000481.png,f8b6a030485c05f38f1e8d55d6416432fa17e501362c532b25928a0de7795d5d,0|255,320,5,,45,15,0.00634765625,1,0,1,0.7599788308143616,0.42000359296798706,0.0354817658662796,val,ok,0.15,1,1,17,10,27
55,16,1.0,0.17420998215675354,0.0,0.999990234375,0.16873013973236084,ground_truth,0.0007393350824713707,0.012138671875,btxrd-heuristic-000278,IMG000496.jpeg,0.012138671875,1243,320,masks/IMG000496.png,d66522e22244f28675b1dfb949941e07a2d742382e178654ae9ef3e83dc8bd1e,0|255,320,8,,72,24,0.012578125,1,0,1,0.7625858783721924,0.5076596736907959,0.034157536923885345,val,ok,0.148701171875,1,3,22,16,38
21,8,1.0,0.09756779670715332,0.0,0.999990234375,0.18141908943653107,ground_truth,0.07951195538043976,0.04224609375,btxrd-heuristic-000287,IMG000513.jpeg,0.04224609375,4326,320,masks/IMG000513.png,6dcc945535967dc6dc9d88dd050fac4afb4d6adb393f399b7880fd63e16fafe4,0|255,320,4,,36,12,0.0424609375,1,0,1,0.6746152639389038,0.4113994538784027,0.003542592516168952,val,ok,0.15,1,7,14,10,24
24,12,1.0,0.16252420842647552,0.0,0.999990234375,0.18777060508728027,ground_truth,0.6018333435058594,0.0,btxrd-heuristic-000302,IMG000542.jpeg,0.0,0,320,masks/IMG000542.png,14bf4fc16d7e9f17cb073a83ba89ab04bd4c22a2b6f80f25bf73a67ce7a0a340,0,320,6,no_candidate_survived_or_postprocess_empty,54,18,0.0002734375,1,0,1,0.694023847579956,0.3761481046676636,0.003305191406980157,val,empty_after_localization,0.15,1,1,17,10,27
9,6,1.0,0.08514240384101868,0.0,0.9999609375,0.14862032234668732,ground_truth,0.9665220379829407,0.0,btxrd-heuristic-000305,IMG000548.jpeg,0.0,0,320,masks/IMG000548.png,14bf4fc16d7e9f17cb073a83ba89ab04bd4c22a2b6f80f25bf73a67ce7a0a340,0,320,3,no_candidate_survived_or_postprocess_empty,27,9,0.000341796875,1,0,1,0.7322188019752502,0.3790602385997772,0.17718558013439178,val,empty_after_localization,0.15,1,5,12,5,17
16,10,1.0,0.12336321175098419,0.0,0.999990234375,0.1888129562139511,ground_truth,1.3389206969804945e-06,0.036494140625,btxrd-heuristic-000305,IMG000549.jpeg,0.036494140625,3737,320,masks/IMG000549.png,3b9831bddc6737e9c39b668e6384ce802db04b71fb70b2dcffe15a7308e41022,0|255,320,5,,45,15,0.03654296875,1,0,1,0.6940008997917175,0.3154633343219757,0.027101121842861176,val,ok,0.15,1,5,16,10,26
34,18,1.0,0.2766556441783905,0.0,0.999990234375,0.1683483123779297,ground_truth,0.9999995231628418,0.00376953125,btxrd-heuristic-000308,IMG000555.jpeg,0.00376953125,386,320,masks/IMG000555.png,5d05c70849f24d189a60736d1f6d9d5f6af5e1c38ececf4316dffae0753718c8,0|255,320,9,,81,27,0.00376953125,1,0,1,0.694294810295105,0.38011887669563293,0.07320026308298111,val,ok,0.14046875,1,4,30,17,47
29,18,1.0,0.29718321561813354,0.0,0.999990234375,0.16166236996650696,ground_truth,0.9999998807907104,0.0017578125,btxrd-heuristic-000308,IMG000556.jpeg,0.0017578125,180,320,masks/IMG000556.png,d1aa9f52e07b169ea062e45ed473c4722f208cc676da5f195457065d9184f211,0|255,320,9,,81,27,0.0017578125,1,0,1,0.7342689037322998,0.36756667494773865,0.007562531158328056,val,ok,0.1451953125,1,4,32,20,52
19,6,1.0,0.11989764869213104,0.0,0.999990234375,0.15301577746868134,ground_truth,0.9988558292388916,0.033857421875,btxrd-heuristic-000311,IMG000562.jpeg,0.033857421875,3467,320,masks/IMG000562.png,cf9693b717b2547fabb8060c95766752e0981060977226ccba70c12e1fb547c7,0|255,320,3,,27,9,0.033857421875,1,0,1,0.6008735299110413,0.4116643965244293,0.07707720249891281,val,ok,0.15,1,7,12,5,17
23,10,1.0,0.1280253529548645,0.0,0.999990234375,0.15684573352336884,ground_truth,0.9373123645782471,0.040966796875,btxrd-heuristic-000320,IMG000576.jpeg,0.040966796875,4195,320,masks/IMG000576.png,638e732f6eb043a605a8b24964623c6d678834dc599b4b000312d594840f0100,0|255,320,5,,45,15,0.0413671875,1,0,1,0.7498199343681335,0.3727722465991974,0.019274814054369926,val,ok,0.15,1,5,18,10,28
